sequence_id	superfamily	classification	length	original_header
hAT-16_Crp_tp	hAT	DNA/hAT-Charlie	619	hAT-16_Crp_tp#DNA/hAT-Charlie RBRM:hAT-16_Crp cds_range:1333-3190 (Region from 425-1333 maybe accidentally ORF due to GC-richness) [Crocodylia]
hAT-16_LCh_tp	hAT	DNA/hAT-Charlie	600	hAT-16_LCh_tp#DNA/hAT-Charlie RBRM:hAT-16_LCh cds_range:798-2598 [Latimeria chalumnae]
hAT-16_LSal_tp	hAT	DNA/hAT-Charlie	595	hAT-16_LSal_tp#DNA/hAT-Charlie RBRM:hAT-16_LSal cds_range:476-2261 [Lepeophtheirus salmonis]
HAT-16_SM_tp	hAT	DNA/hAT-Charlie	624	HAT-16_SM_tp#DNA/hAT-Charlie RBRM:hAT-16_SM cds_range:312-2184 [Schmidtea mediterranea]
HAT-17_SM_tp	hAT	DNA/hAT-Charlie	608	HAT-17_SM_tp#DNA/hAT-Charlie RBRM:hAT-17_SM cds_range:479-2303 [Schmidtea mediterranea]
hAT-18_CPB_tp	hAT	DNA/hAT-Charlie	604	hAT-18_CPB_tp#DNA/hAT-Charlie RBRM:hAT-18_CPB cds_range:892-2704 [Chrysemys picta bellii]
hAT-18_Crp_tp	hAT	DNA/hAT-Charlie	646	hAT-18_Crp_tp#DNA/hAT-Charlie RBRM:hAT-18_Crp frameshifts:1 cds_range:359-2296 via tfasty with Charlie3_tp [Crocodylia]
hAT-19_CPB_tp	hAT	DNA/hAT-Charlie	602	hAT-19_CPB_tp#DNA/hAT-Charlie RBRM:hAT-19_CPB cds_range:662-2468 [Chrysemys picta bellii]
hAT-19_HM_tp	hAT	DNA/hAT-Charlie	602	hAT-19_HM_tp#DNA/hAT-Charlie RBRM:hAT-19_HM cds_range:315-2121 [Hydra vulgaris]
HAT-19_SM_tp	hAT	DNA/hAT-Charlie	394	HAT-19_SM_tp#DNA/hAT-Charlie RBRM:hAT-19_SM frameshifts:1 stops:1 cds_range:293-1476 via tfasty with 47212124_Tni (fragment) [Schmidtea mediterranea]
hAT-20_CPB_tp	hAT	DNA/hAT-Charlie	602	hAT-20_CPB_tp#DNA/hAT-Charlie RBRM:hAT-20_CPB cds_range:717-2523 [Chrysemys picta bellii]
hAT-21_CPB_tp	hAT	DNA/hAT-Charlie	598	hAT-21_CPB_tp#DNA/hAT-Charlie RBRM:hAT-21_CPB stops:1 cds_range:1315-3109 via tfasty with Chaplin8_FR_tp [Chrysemys picta bellii]
hAT-22_CPB_tp	hAT	DNA/hAT-Charlie	629	hAT-22_CPB_tp#DNA/hAT-Charlie RBRM:hAT-22_CPB cds_range:1164-3051 [Chrysemys picta bellii]
hAT-22_LCh_tp	hAT	DNA/hAT-Charlie	610	hAT-22_LCh_tp#DNA/hAT-Charlie RBRM:hAT-22_LCh frameshifts:1 cds_range:413-2242 via tfasty with hAT-5_LCh_tp [Latimeria chalumnae]
HAT-26_SM_tp	hAT	DNA/hAT-Charlie	550	HAT-26_SM_tp#DNA/hAT-Charlie RBRM:hAT-26_SM frameshifts:5 stops:6 cds_range:607-2254 via tfasty with Chaplin4_FR_tp [Schmidtea mediterranea]
hAT-26_SSa_tp	hAT	DNA/hAT-Charlie	602	hAT-26_SSa_tp#DNA/hAT-Charlie RBRM:hAT-26_SSa cds_range:267-2073 [Salmo salar]
hAT-27_LCh_tp	hAT	DNA/hAT-Charlie	658	hAT-27_LCh_tp#DNA/hAT-Charlie RBRM:hAT-27_LCh cds_range:1917-3891 [Latimeria chalumnae]
hAT-29_SSa_tp	hAT	DNA/hAT-Charlie	615	hAT-29_SSa_tp#DNA/hAT-Charlie RBRM:hAT-29_SSa frameshifts:1 cds_range:349-2195 via tfasty with hAT-6_SSa_tp [Salmo salar]
hAT-31_LCh_tp	hAT	DNA/hAT-Charlie	599	hAT-31_LCh_tp#DNA/hAT-Charlie RBRM:hAT-31_LCh cds_range:384-2181 [Latimeria chalumnae]
hAT-33_DR_tp	hAT	DNA/hAT-Charlie	612	hAT-33_DR_tp#DNA/hAT-Charlie RBRM:hAT-33_DR frameshifts:1 cds_range:671-2508 via tfasty with Chaplin8_FR_tp [Danio rerio]
hAT-34_LCh_tp	hAT	DNA/hAT-Charlie	484	hAT-34_LCh_tp#DNA/hAT-Charlie RBRM:hAT-34_LCh cds_range:955-2407 [Latimeria chalumnae]
hAT-34_LSal_tp	hAT	DNA/hAT-Charlie	599	hAT-34_LSal_tp#DNA/hAT-Charlie RBRM:hAT-34_LSal cds_range:329-2126 [Lepeophtheirus salmonis]
hAT-34_SM_tp	hAT	DNA/hAT-Charlie	600	hAT-34_SM_tp#DNA/hAT-Charlie RBRM:hAT-34_SM cds_range:464-2264 [Schmidtea mediterranea]
hAT-35_SM_tp	hAT	DNA/hAT-Charlie	612	hAT-35_SM_tp#DNA/hAT-Charlie RBRM:hAT-35_SM frameshifts:1 cds_range:571-2406 via tfasty with Charlie1_tp [Schmidtea mediterranea]
hAT-39_SM_tp	hAT	DNA/hAT-Charlie	645	hAT-39_SM_tp#DNA/hAT-Charlie RBRM:hAT-39_SM stops:1 cds_range:933-2868 via tfasty with Charlie1_tp [Schmidtea mediterranea]
hAT-40_SM_tp	hAT	DNA/hAT-Charlie	604	hAT-40_SM_tp#DNA/hAT-Charlie RBRM:hAT-40_SM cds_range:703-2515 [Schmidtea mediterranea]
hAT-41_Lch_tp	hAT	DNA/hAT-Charlie	619	hAT-41_Lch_tp#DNA/hAT-Charlie RBRM:hAT-41_Lch cds_range:1988-3845 [Latimeria chalumnae]
hAT-41_SM_tp	hAT	DNA/hAT-Charlie	619	hAT-41_SM_tp#DNA/hAT-Charlie RBRM:hAT-41_SM cds_range:447-2304 [Schmidtea mediterranea]
hAT-42_SM_tp	hAT	DNA/hAT-Charlie	619	hAT-42_SM_tp#DNA/hAT-Charlie RBRM:hAT-42_SM cds_range:607-2464 [Schmidtea mediterranea]
hAT-43_SM_tp	hAT	DNA/hAT-Charlie	603	hAT-43_SM_tp#DNA/hAT-Charlie RBRM:hAT-43_SM frameshifts:2 cds_range:405-2212 via tfasty with HAT-6_SM [Schmidtea mediterranea]
hAT-45_SM_tp	hAT	DNA/hAT-Charlie	622	hAT-45_SM_tp#DNA/hAT-Charlie RBRM:hAT-45_SM frameshifts:3 cds_range:659-2524 via tfasty with HAT-2_SM [Schmidtea mediterranea]
hAT-46_SM_tp	hAT	DNA/hAT-Charlie	600	hAT-46_SM_tp#DNA/hAT-Charlie RBRM:hAT-46_SM cds_range:491-2291 [Schmidtea mediterranea]
HAT-75_HM_tp	hAT	DNA/hAT-Charlie	635	HAT-75_HM_tp#DNA/hAT-Charlie RBRM:hAT-75_HM cds_range:155-2060 [Hydra vulgaris]
hAT-N5_Crp_tp	hAT	DNA/hAT-Charlie	603	hAT-N5_Crp_tp#DNA/hAT-Charlie RBRM:hAT-N5_Crp frameshifts:3 stops:1 cds_range:311-2121 via tfasty with Chaplin6_FR_tp [Crocodylia]
hAT-N6_ACar_tp	hAT	DNA/hAT-Charlie	664	hAT-N6_ACar_tp#DNA/hAT-Charlie RBRM:hAT-N6_ACar cds_range:90-2082 [Anolis carolinensis]
hAT-N6_Crp_tp	hAT	DNA/hAT-Charlie	630	hAT-N6_Crp_tp#DNA/hAT-Charlie RBRM:hAT-N6_Crp frameshifts:5 stops:2 via tfasty with Charlie3_tp [Crocodylia]
Myotis_hAT1_tp	hAT	DNA/hAT-Charlie	643	Myotis_hAT1_tp#DNA/hAT-Charlie RBRM:Myotis_hAT1 cds_range:699-2628 [Myotis lucifugus]
OposCharlie1_tp	hAT	DNA/hAT-Charlie	602	OposCharlie1_tp#DNA/hAT-Charlie RBRM:OposCharlie1 cds_range:1311-3117 Near identical proteins were encoded by transposons in Anolis (hAT-2_AC), Echinops (hAT-2_ET), Myotis (hAT-2_ML), Microcebus (hAT-2_MM), Otolemur (hAT-2_OG), and Tarsius (hAT-2_TS) [Monodelphis]
OposCharlie2_tp	hAT	DNA/hAT-Charlie	645	OposCharlie2_tp#DNA/hAT-Charlie RBRM:OposCharlie2 cds_range:743-2678 hAT-1_AC in the lizard Anolis carolinensis encodes a 96% identical protein.  [Monodelphis]
OposCharlie3_tp	hAT	DNA/hAT-Charlie	637	OposCharlie3_tp#DNA/hAT-Charlie RBRM:OposCharlie3 cds_range:1630-3541 [Didelphidae]
SPIN_Ml_tp	hAT	DNA/hAT-Charlie	601	SPIN_Ml_tp#DNA/hAT-Charlie RBRM:SPIN_Ml cds_range:700-2503 [Myotis lucifugus]
SPIN_Og_tp	hAT	DNA/hAT-Charlie	602	SPIN_Og_tp#DNA/hAT-Charlie RBRM:SPIN_Og cds_range:664-2470 [Otolemur garnettii]
HAT1-1_NV_tp	hAT	DNA/hAT-hAT1	665	HAT1-1_NV_tp#DNA/hAT-hAT1 RBRM:hAT1-1_NV cds_range:160-2155 [Nematostella vectensis]
HAT1-2_NV_tp	hAT	DNA/hAT-hAT1	506	HAT1-2_NV_tp#DNA/hAT-hAT1 RBRM:hAT1-2_NV cds_range:284-1802 [Nematostella vectensis]
HAT1-3_NV_tp	hAT	DNA/hAT-hAT1	492	HAT1-3_NV_tp#DNA/hAT-hAT1 RBRM:hAT1-3_NV frameshifts:2 stops:1 cds_range:12-1486 (fragment; N terminal 160 AA missing) via tfasty with hAT1-1_NV [Nematostella vectensis]
hAT-1_LHu_tp	hAT	DNA/hAT-hAT19	387	hAT-1_LHu_tp#DNA/hAT-hAT19 RBRM:hAT-1_LHu cds_range:487-1648 [Linepithema humile]
hAT-1_RPr_tp	hAT	DNA/hAT-hAT19	493	hAT-1_RPr_tp#DNA/hAT-hAT19 RBRM:hAT-1_RPr cds_range:461-1940 (fragment) [Rhodnius prolixus]
hAT-2_LSal_tp	hAT	DNA/hAT-hAT19	464	hAT-2_LSal_tp#DNA/hAT-hAT19 RBRM:hAT-2_LSal stops:1 cds_range:175-1567 via tfasty with hAT-29_LSal [Lepeophtheirus salmonis]
hAT-4_LMi_tp	hAT	DNA/hAT-hAT19	499	hAT-4_LMi_tp#DNA/hAT-hAT19 RBRM:hAT-4_LMi cds_range:518-2015 [Locusta migratoria]
hAT-13_LCh_tp	hAT	DNA/hAT-hAT19	579	hAT-13_LCh_tp#DNA/hAT-hAT19 RBRM:hAT-13_LCh cds_range:269-2006 [Latimeria chalumnae]
hAT-19_Crp_tp	hAT	DNA/hAT-hAT19	582	hAT-19_Crp_tp#DNA/hAT-hAT19 RBRM:hAT-19_Crp cds_range:352-2098 to be renamed hAT-19A_Croc [Crocodylia]
hAT-19B_Croc_tp	hAT	DNA/hAT-hAT19	581	hAT-19B_Croc_tp#DNA/hAT-hAT19 RBRM:hAT-19B_Croc cds_range:349-2092 Previously hAT23_Am_tp#DNA/hAT  Closest to hAT-32_SM [Crocodylia]
hAT-29_LSal_tp	hAT	DNA/hAT-hAT19	471	hAT-29_LSal_tp#DNA/hAT-hAT19 RBRM:hAT-29_LSal stops:1 cds_range:145-1558 via tfasty with hAT-1_RPr_tp [Lepeophtheirus salmonis]
hAT-31_CPB_tp	hAT	DNA/hAT-hAT19	598	hAT-31_CPB_tp#DNA/hAT-hAT19 RBRM:hAT-31_CPB frameshifts:2 cds_range:836-2630 via tfasty with hAT-39_LCh_tp [Chrysemys picta bellii]
hAT-33_CPB_tp	hAT	DNA/hAT-hAT19	509	hAT-33_CPB_tp#DNA/hAT-hAT19 RBRM:hAT-33_CPB cds_range:968-2495 [Chrysemys picta bellii]
hAT-39_LCh_tp	hAT	DNA/hAT-hAT19	609	hAT-39_LCh_tp#DNA/hAT-hAT19 RBRM:hAT-39_LCh cds_range:308-2135 [Latimeria chalumnae]
HAT5-1_NV_tp	hAT	DNA/hAT-hAT5	762	HAT5-1_NV_tp#DNA/hAT-hAT5 RBRM:hAT5-1_NV cds_range:414-4080 exons:414-597;1633-2868;3212-4080 |GENSCAN_predicted_peptide (two introns; forced intron 599-1630) [Nematostella vectensis]
HAT5-2_NV_tp	hAT	DNA/hAT-hAT5	800	HAT5-2_NV_tp#DNA/hAT-hAT5 RBRM:hAT5-2_NV frameshifts:1 cds_range:328-3103 exons:328-1068;1444-3103 GENSCAN_predicted_peptide + tfasty with hAT5-1_NV [Nematostella vectensis]
HAT5-3_NV_tp	hAT	DNA/hAT-hAT5	802	HAT5-3_NV_tp#DNA/hAT-hAT5 RBRM:hAT5-3_NV cds_range:709-3115 [Nematostella vectensis]
HAT5-4_NV_tp	hAT	DNA/hAT-hAT5	799	HAT5-4_NV_tp#DNA/hAT-hAT5 RBRM:hAT5-4_NV frameshifts:2 stops:4 exons:0-1070;1377-2706 via tfasty with hAT5-3_NV, 1 forced intron. [Nematostella vectensis]
hAT-13_HM_tp	hAT	DNA/hAT-hAT5	743	hAT-13_HM_tp#DNA/hAT-hAT5 RBRM:hAT-13_HM cds_range:631-2860 [Hydra vulgaris]
hAT-31_HM_tp	hAT	DNA/hAT-hAT5	787	hAT-31_HM_tp#DNA/hAT-hAT5 RBRM:hAT-31_HM cds_range:446-2807 [Hydra vulgaris]
hAT-33_HM_tp	hAT	DNA/hAT-hAT5	704	hAT-33_HM_tp#DNA/hAT-hAT5 RBRM:hAT-33_HM cds_range:481-2593 [Hydra vulgaris]
hAT-60_HM_tp	hAT	DNA/hAT-hAT5	656	hAT-60_HM_tp#DNA/hAT-hAT5 RBRM:hAT-60_HM cds_range:912-2880 [Hydra vulgaris]
hAT-83_HMa_tp	hAT	DNA/hAT-hAT5	793	hAT-83_HMa_tp#DNA/hAT-hAT5 RBRM:hAT-83_HMa cds_range:874-3253 [Hydra vulgaris]
hATa-1_EHux_tp	hAT	DNA/hAT	1189	hATa-1_EHux_tp#DNA/hAT RBRM:hATa-1_EHux cds_range:1095-4662 [Emiliania huxleyi]
hAT-3_HM_tp	hAT	DNA/hAT-hATm	750	hAT-3_HM_tp#DNA/hAT-hATm RBRM:hAT-3_HM cds_range:755-3005 [Hydra vulgaris]
hAT-4B_AP_tp	hAT	DNA/hAT-hATm	752	hAT-4B_AP_tp#DNA/hAT-hATm RBRM:hAT-4B_AP cds_range:623-2953 exons:623-2567;2641-2953 via genewise with HAT-7_SM [Acyrthosiphon pisum]
hAT-4C_AP_tp	hAT	DNA/hAT-hATm	724	hAT-4C_AP_tp#DNA/hAT-hATm RBRM:hAT-4C_AP stops:1 cds_range:861-3110 exons:861-1386;1463-3110 via genewise with HAT-10_SM [Acyrthosiphon pisum]
hAT-4D_AP_tp	hAT	DNA/hAT-hATm	761	hAT-4D_AP_tp#DNA/hAT-hATm RBRM:hAT-4D_AP cds_range:608-2952 exons:608-1172;1233-2952 via genewise with HAT-7_SM, hAT-4_AP very similar, but of poorer quality. [Acyrthosiphon pisum]
hAT-5_AP_tp	hAT	DNA/hAT-hATm	703	hAT-5_AP_tp#DNA/hAT-hATm RBRM:hAT-5_AP frameshifts:1 stops:1 cds_range:491-2599 via tfasty with HATm-1_CS [Acyrthosiphon pisum]
hAT-6_AP_tp	hAT	DNA/hAT-hATm	558	hAT-6_AP_tp#DNA/hAT-hATm RBRM:hAT-6_AP frameshifts:4 stops:1 cds_range:699-2373 via tfasty with HAT-10_SM, Fragment (C-termal 100-150 AA missing) [Acyrthosiphon pisum]
hAT-6_LSal_tp	hAT	DNA/hAT-hATm	779	hAT-6_LSal_tp#DNA/hAT-hATm RBRM:hAT-6_LSal cds_range:513-3026 exons:513-1662;1838-3026 via genewise with HATx-9_SM [Lepeophtheirus salmonis]
hAT-7_AP_tp	hAT	DNA/hAT-hATm	768	hAT-7_AP_tp#DNA/hAT-hATm RBRM:hAT-7_AP cds_range:316-2711 exons:316-850;941-2711 via genewise with HAT-10_SM,. [Acyrthosiphon pisum]
HAT-7_SM_tp	hAT	DNA/hAT-hATm	761	HAT-7_SM_tp#DNA/hAT-hATm RBRM:hAT-7_SM cds_range:619-3027 exons:619-2496;2621-3027 GENSCAN_predicted_peptide_1|762_aa [Schmidtea mediterranea]
hAT-8_AP_tp	hAT	DNA/hAT-hATm	754	hAT-8_AP_tp#DNA/hAT-hATm RBRM:hAT-8_AP frameshifts:1 cds_range:249-2610 exons:249-2197;2295-2610 via genewise with HATm-1_HR [Acyrthosiphon pisum]
HAT-8_SM_tp	hAT	DNA/hAT-hATm	754	HAT-8_SM_tp#DNA/hAT-hATm RBRM:hAT-8_SM cds_range:507-2769 [Schmidtea mediterranea]
HAT-9_SM_tp	hAT	DNA/hAT-hATm	851	HAT-9_SM_tp#DNA/hAT-hATm RBRM:hAT-9_SM cds_range:217-2770 [Schmidtea mediterranea]
HAT-10_SM_tp	hAT	DNA/hAT-hATm	757	HAT-10_SM_tp#DNA/hAT-hATm RBRM:hAT-10_SM cds_range:769-3040 [Schmidtea mediterranea]
hAT-19_LSal_tp	hAT	DNA/hAT-hATm	736	hAT-19_LSal_tp#DNA/hAT-hATm RBRM:hAT-19_LSal cds_range:614-2822 [Lepeophtheirus salmonis]
hAT-28_LSal_tp	hAT	DNA/hAT-hATm	568	hAT-28_LSal_tp#DNA/hAT-hATm RBRM:hAT-28_LSal frameshifts:2 stops:1 cds_range:200-1904 (fragment) via tfasty with HAT-78_HM [Lepeophtheirus salmonis]
hAT-32_LSal_tp	hAT	DNA/hAT-hATm	756	hAT-32_LSal_tp#DNA/hAT-hATm RBRM:hAT-32_LSal frameshifts:4 cds_range:692-2961 via tfasty with HATx-9_SM [Lepeophtheirus salmonis]
hAT-38_SM_tp	hAT	DNA/hAT-hATm	575	hAT-38_SM_tp#DNA/hAT-hATm RBRM:hAT-38_SM frameshifts:1 cds_range:422-2148 via tfasty with HATx-9_SM, Consensus probably contains a ca 360 bp/120 AA internal deletion [Schmidtea mediterranea]
hAT-59_HM_tp	hAT	DNA/hAT-hATm	771	hAT-59_HM_tp#DNA/hAT-hATm RBRM:hAT-59_HM cds_range:472-2785 [Hydra vulgaris]
HAT-77_HM_tp	hAT	DNA/hAT-hATm	742	HAT-77_HM_tp#DNA/hAT-hATm RBRM:hAT-77_HM cds_range:334-2560 [Hydra vulgaris]
HAT-78_HM_tp	hAT	DNA/hAT-hATm	838	HAT-78_HM_tp#DNA/hAT-hATm RBRM:hAT-78_HM frameshifts:1 cds_range:679-3192 via tfasty with hAT-9_SM [Hydra vulgaris]
hAT-81_HM_tp	hAT	DNA/hAT-hATm	751	hAT-81_HM_tp#DNA/hAT-hATm RBRM:hAT-81_HM cds_range:602-2855 [Hydra vulgaris]
HATm-1_AA_tp	hAT	DNA/hAT-hATm	752	HATm-1_AA_tp#DNA/hAT-hATm RBRM:hATm-1_AA frameshifts:1 cds_range:1583-4054 exons:1583-2228;2314-2766;2829-3629;3694-4054 GENSCAN_predicted_peptide_1|752_aa [Aedes aegypti]
HATm-1_CS_tp	hAT	DNA/hAT-hATm	752	HATm-1_CS_tp#DNA/hAT-hATm RBRM:hATm-1_CS frameshifts:1 cds_range:438-2695 via tfasty with hATm-3_HR [Ciona savignyi]
HATm-1_HR_tp	hAT	DNA/hAT-hATm	791	HATm-1_HR_tp#DNA/hAT-hATm RBRM:hATm-1_HR cds_range:548-2921 [Helobdella robusta]
hATm-1_LSal_tp	hAT	DNA/hAT-hATm	783	hATm-1_LSal_tp#DNA/hAT-hATm RBRM:hATm-1_LSal cds_range:783-3132 [Lepeophtheirus salmonis]
HATm-1_SM_tp	hAT	DNA/hAT-hATm	755	HATm-1_SM_tp#DNA/hAT-hATm RBRM:hATm-1_SM cds_range:681-2946 [Schmidtea mediterranea]
HATm-2_AA_tp	hAT	DNA/hAT-hATm	687	HATm-2_AA_tp#DNA/hAT-hATm RBRM:hATm-2_AA cds_range:499-5017 exons:499-772;834-1035;3025-3234;3639-5017 GENSCAN_predicted_peptide_1|687_aa [Aedes aegypti]
HATm-2_HR_tp	hAT	DNA/hAT-hATm	776	HATm-2_HR_tp#DNA/hAT-hATm RBRM:hATm-2_HR cds_range:418-2746 [Helobdella robusta]
hATm-2_SM_tp	hAT	DNA/hAT-hATm	667	hATm-2_SM_tp#DNA/hAT-hATm RBRM:hATm-2_SM frameshifts:2 cds_range:507-2510 via tfasty with HATm-3_HR, Consensus has aca 300 bp/100 AA internal deletion. [Schmidtea mediterranea]
HATm-3_AA_tp	hAT	DNA/hAT-hATm	644	HATm-3_AA_tp#DNA/hAT-hATm RBRM:hATm-3_AA frameshifts:1 cds_range:682-3853 exons:682-988;1082-1428;2518-2627;2683-3853 GENSCAN_predicted_peptide_1|644_aa. After removing LINE-insertion and overcoming frameshift around pos 1290. [Aedes aegypti]
HATm-3_HM_tp	hAT	DNA/hAT-hATm	816	HATm-3_HM_tp#DNA/hAT-hATm RBRM:hATm-3_HM frameshifts:1 stops:1 cds_range:816-3263 via tfasty with hATm-1_SM [Hydra vulgaris]
HATm-3_HR_tp	hAT	DNA/hAT-hATm	754	HATm-3_HR_tp#DNA/hAT-hATm RBRM:hATm-3_HR cds_range:228-2490 [Helobdella robusta]
HATm-4_HM_tp	hAT	DNA/hAT-hATm	654	HATm-4_HM_tp#DNA/hAT-hATm RBRM:hATm-4_HM frameshifts:1 cds_range:1451-3412 via tfasty with hATm-2_AA [Hydra vulgaris]
HATm-4_HR_tp	hAT	DNA/hAT-hATm	750	HATm-4_HR_tp#DNA/hAT-hATm RBRM:hATm-4_HR cds_range:551-2801 [Helobdella robusta]
HATm-5_HM_tp	hAT	DNA/hAT-hATm	703	HATm-5_HM_tp#DNA/hAT-hATm RBRM:hATm-5_HM cds_range:815-2924 [Hydra vulgaris]
HATm-6_HM_tp	hAT	DNA/hAT-hATm	710	HATm-6_HM_tp#DNA/hAT-hATm RBRM:hATm-6_HM cds_range:1205-3335 [Hydra vulgaris]
HATm-7_HM_tp	hAT	DNA/hAT-hATm	773	HATm-7_HM_tp#DNA/hAT-hATm RBRM:hATm-7_HM cds_range:633-2952 [Hydra vulgaris]
HATm-9_HM_tp	hAT	DNA/hAT-hATm	822	HATm-9_HM_tp#DNA/hAT-hATm RBRM:hATm-9_HM frameshifts:1 stops:3 cds_range:574-3041 via tfasty with hATx-9_SM [Hydra vulgaris]
HATm-11_HM_tp	hAT	DNA/hAT-hATm	801	HATm-11_HM_tp#DNA/hAT-hATm RBRM:hATm-11_HM frameshifts:3 stops:3 cds_range:1004-3408 via tfasty with hATm-1_CS [Hydra vulgaris]
HATm-12_HM_tp	hAT	DNA/hAT-hATm	690	HATm-12_HM_tp#DNA/hAT-hATm RBRM:hATm-12_HM cds_range:1359-3429 [Hydra vulgaris]
hATm-14_HM_tp	hAT	DNA/hAT-hATm	789	hATm-14_HM_tp#DNA/hAT-hATm RBRM:hATm-14_HM cds_range:728-3095 [Hydra vulgaris]
hATm-15_HM_tp	hAT	DNA/hAT-hATm	484	hATm-15_HM_tp#DNA/hAT-hATm RBRM:hATm-15_HM cds_range:729-2181 [Hydra vulgaris]
hATm-17_HM_tp	hAT	DNA/hAT-hATm	798	hATm-17_HM_tp#DNA/hAT-hATm RBRM:hATm-17_HM cds_range:564-3070 exons:564-1408;1520-3070 via genewise with hATw-1_HMa_tp [Hydra vulgaris]
hATm-18_HM_tp	hAT	DNA/hAT-hATm	743	hATm-18_HM_tp#DNA/hAT-hATm RBRM:hATm-18_HM cds_range:318-2547 [Hydra vulgaris]
hATm-19_HM_tp	hAT	DNA/hAT-hATm	770	hATm-19_HM_tp#DNA/hAT-hATm RBRM:hATm-19_HM cds_range:563-2873 [Hydra vulgaris]
hATm-20_HM_tp	hAT	DNA/hAT-hATm	752	hATm-20_HM_tp#DNA/hAT-hATm RBRM:hATm-20_HM cds_range:241-2497 [Hydra vulgaris]
hATm-21_HM_tp	hAT	DNA/hAT-hATm	774	hATm-21_HM_tp#DNA/hAT-hATm RBRM:hATm-21_HM cds_range:308-2630 [Hydra vulgaris]
hATm-22_HM_tp	hAT	DNA/hAT-hATm	773	hATm-22_HM_tp#DNA/hAT-hATm RBRM:hATm-22_HM cds_range:589-2908 [Hydra vulgaris]
hATm-23_HM_tp	hAT	DNA/hAT-hATm	726	hATm-23_HM_tp#DNA/hAT-hATm RBRM:hATm-23_HM cds_range:646-2824 [Hydra vulgaris]
hATm-24_HM_tp	hAT	DNA/hAT-hATm	750	hATm-24_HM_tp#DNA/hAT-hATm RBRM:hATm-24_HM cds_range:523-2773 [Hydra vulgaris]
hATm-25_HM_tp	hAT	DNA/hAT-hATm	582	hATm-25_HM_tp#DNA/hAT-hATm RBRM:hATm-25_HM cds_range:1343-3089 [Hydra vulgaris]
hATm-26_HM_tp	hAT	DNA/hAT-hATm	703	hATm-26_HM_tp#DNA/hAT-hATm RBRM:hATm-26_HM stops:2 cds_range:775-2918 exons:775-1763;1797-2918 via genewise with HATm-7_HM [Hydra vulgaris]
hATm-34_HM_tp	hAT	DNA/hAT-hATm	603	hATm-34_HM_tp#DNA/hAT-hATm RBRM:hATm-34_HM cds_range:420-2229 [Hydra vulgaris]
hATm-35_HM_tp	hAT	DNA/hAT-hATm	766	hATm-35_HM_tp#DNA/hAT-hATm RBRM:hATm-35_HM cds_range:627-2925 [Hydra vulgaris]
hATm-36_HM_tp	hAT	DNA/hAT-hATm	597	hATm-36_HM_tp#DNA/hAT-hATm RBRM:hATm-36_HM cds_range:490-2281 [Hydra vulgaris]
hATm-37_HM_tp	hAT	DNA/hAT-hATm	591	hATm-37_HM_tp#DNA/hAT-hATm RBRM:hATm-37_HM cds_range:450-2223 [Hydra vulgaris]
hATm-39_HM_tp	hAT	DNA/hAT-hATm	653	hATm-39_HM_tp#DNA/hAT-hATm RBRM:hATm-39_HM cds_range:1491-3450 [Hydra vulgaris]
hATm-40_HM_tp	hAT	DNA/hAT-hATm	596	hATm-40_HM_tp#DNA/hAT-hATm RBRM:hATm-40_HM cds_range:2140-3928 [Hydra vulgaris]
hATm-42_HM_tp	hAT	DNA/hAT-hATm	632	hATm-42_HM_tp#DNA/hAT-hATm RBRM:hATm-42_HM cds_range:1296-3192 [Hydra vulgaris]
hATm-47_HM_tp	hAT	DNA/hAT-hATm	773	hATm-47_HM_tp#DNA/hAT-hATm RBRM:hATm-47_HM cds_range:722-3041 [Hydra vulgaris]
hATm-48_HM_tp	hAT	DNA/hAT-hATm	653	hATm-48_HM_tp#DNA/hAT-hATm RBRM:hATm-48_HM cds_range:1562-3521 [Hydra vulgaris]
hATm-49_HM_tp	hAT	DNA/hAT-hATm	707	hATm-49_HM_tp#DNA/hAT-hATm RBRM:hATm-49_HM cds_range:447-2568 [Hydra vulgaris]
hATm-52_HM_tp	hAT	DNA/hAT-hATm	846	hATm-52_HM_tp#DNA/hAT-hATm RBRM:hATm-52_HM cds_range:373-2911 [Hydra vulgaris]
HATm-55_HM_tp	hAT	DNA/hAT-hATm	752	HATm-55_HM_tp#DNA/hAT-hATm RBRM:hATm-55_HM frameshifts:1 cds_range:844-3101 via tfasty with hAT-10_SM [Hydra vulgaris]
HATm-56_HM_tp	hAT	DNA/hAT-hATm	754	HATm-56_HM_tp#DNA/hAT-hATm RBRM:hATm-56_HM frameshifts:2 cds_range:837-3230 exons:837-1465;1596-3230 838-3245 via genewise with hATm-9_HM [Hydra vulgaris]
HATm-57_HM_tp	hAT	DNA/hAT-hATm	758	HATm-57_HM_tp#DNA/hAT-hATm RBRM:hATm-57_HM cds_range:467-2741 [Hydra vulgaris]
hATm-58_HM_tp	hAT	DNA/hAT-hATm	828	hATm-58_HM_tp#DNA/hAT-hATm RBRM:hATm-58_HM frameshifts:1 cds_range:834-3589 exons:834-1343;1616-3589 via genewise with HATm-3_HM [Hydra vulgaris]
hATm-59_HM_tp	hAT	DNA/hAT-hATm	590	hATm-59_HM_tp#DNA/hAT-hATm RBRM:hATm-59_HM cds_range:401-2171 C-terminal ca 150 AA probably missing. [Hydra vulgaris]
