tip_label	sequence_id	group	repeat_class	length	source	original_header
EnSpm__EnSpm-2_CCri_tp	EnSpm-2_CCri_tp	EnSpm	DNA/CMC-EnSpm	1268	RepeatPeps	EnSpm-2_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-2_CCri cds_range:2976-6780 [Chondrus crispus]
EnSpm__EnSpm-2C_CCri_3p	EnSpm-2C_CCri_3p	EnSpm	DNA/CMC-EnSpm	1258	RepeatPeps	EnSpm-2C_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri cds_range:10125-13899 [Chondrus crispus]
EnSpm__EnSpm-2C_CCri_4p	EnSpm-2C_CCri_4p	EnSpm	DNA/CMC-EnSpm	498	RepeatPeps	EnSpm-2C_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri cds_range:14938-16432 [Chondrus crispus]
EnSpm__EnSpm-2C_CCri_mt	EnSpm-2C_CCri_mt	EnSpm	DNA/CMC-EnSpm	1003	RepeatPeps	EnSpm-2C_CCri_mt#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri rev:1 cds_range:8536-5527 (DNA methylase and SET domain) [Chondrus crispus]
EnSpm__EnSpm-3_CCri_3p	EnSpm-3_CCri_3p	EnSpm	DNA/CMC-EnSpm	1074	RepeatPeps	EnSpm-3_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:9692-12914 [Chondrus crispus]
EnSpm__EnSpm-3_CCri_4p	EnSpm-3_CCri_4p	EnSpm	DNA/CMC-EnSpm	468	RepeatPeps	EnSpm-3_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:13295-14699 [Chondrus crispus]
EnSpm__EnSpm-3_CCri_5p	EnSpm-3_CCri_5p	EnSpm	DNA/CMC-EnSpm	691	RepeatPeps	EnSpm-3_CCri_5p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri rev:1 cds_range:16967-14894 [Chondrus crispus]
EnSpm__EnSpm-3_CCri_mt	EnSpm-3_CCri_mt	EnSpm	DNA/CMC-EnSpm	976	RepeatPeps	EnSpm-3_CCri_mt#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri rev:1 cds_range:8242-5314 (methylase and SET domain) [Chondrus crispus]
EnSpm__EnSpm-3_CCri_tp	EnSpm-3_CCri_tp	EnSpm	DNA/CMC-EnSpm	1232	RepeatPeps	EnSpm-3_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:1513-5209 [Chondrus crispus]
EnSpm__EnSpm-4_CCri_1p	EnSpm-4_CCri_1p	EnSpm	DNA/CMC-EnSpm	580	RepeatPeps	EnSpm-4_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri rev:1 cds_range:2262-522 [Chondrus crispus]
EnSpm__EnSpm-4_CCri_3p	EnSpm-4_CCri_3p	EnSpm	DNA/CMC-EnSpm	244	RepeatPeps	EnSpm-4_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri cds_range:4170-4902 [Chondrus crispus]
EnSpm__EnSpm-4_CCri_tp	EnSpm-4_CCri_tp	EnSpm	DNA/CMC-EnSpm	1180	RepeatPeps	EnSpm-4_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri cds_range:11927-15467 [Chondrus crispus]
EnSpm__EnSpm-5_CCri_1p	EnSpm-5_CCri_1p	EnSpm	DNA/CMC-EnSpm	551	RepeatPeps	EnSpm-5_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri rev:1 cds_range:2016-363 [Chondrus crispus]
EnSpm__EnSpm-5_CCri_2p	EnSpm-5_CCri_2p	EnSpm	DNA/CMC-EnSpm	861	RepeatPeps	EnSpm-5_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri cds_range:2216-4799 [Chondrus crispus]
EnSpm__EnSpm-5_CCri_tp	EnSpm-5_CCri_tp	EnSpm	DNA/CMC-EnSpm	1322	RepeatPeps	EnSpm-5_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri cds_range:13594-17560 [Chondrus crispus]
EnSpm__EnSpm-6_CCri_1p	EnSpm-6_CCri_1p	EnSpm	DNA/CMC-EnSpm	834	RepeatPeps	EnSpm-6_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri rev:1 cds_range:3521-1019 [Chondrus crispus]
EnSpm__EnSpm-6_CCri_3p	EnSpm-6_CCri_3p	EnSpm	DNA/CMC-EnSpm	479	RepeatPeps	EnSpm-6_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri rev:1 cds_range:9352-7915 [Chondrus crispus]
EnSpm__EnSpm-6_CCri_tp	EnSpm-6_CCri_tp	EnSpm	DNA/CMC-EnSpm	1264	RepeatPeps	EnSpm-6_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri cds_range:3814-7606 [Chondrus crispus]
EnSpm__EnSpm-7_CCri_2p	EnSpm-7_CCri_2p	EnSpm	DNA/CMC-EnSpm	748	RepeatPeps	EnSpm-7_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri rev:1 cds_range:9030-6786 [Chondrus crispus]
EnSpm__EnSpm-7_CCri_4p	EnSpm-7_CCri_4p	EnSpm	DNA/CMC-EnSpm	366	RepeatPeps	EnSpm-7_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri rev:1 cds_range:15026-13928 [Chondrus crispus]
EnSpm__EnSpm-7_CCri_tp	EnSpm-7_CCri_tp	EnSpm	DNA/CMC-EnSpm	1264	RepeatPeps	EnSpm-7_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri cds_range:9502-13294 [Chondrus crispus]
EnSpm__EnSpm-8_CCri_2p	EnSpm-8_CCri_2p	EnSpm	DNA/CMC-EnSpm	796	RepeatPeps	EnSpm-8_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri rev:1 cds_range:5138-2750 [Chondrus crispus]
EnSpm__EnSpm-8_CCri_4p	EnSpm-8_CCri_4p	EnSpm	DNA/CMC-EnSpm	475	RepeatPeps	EnSpm-8_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri rev:1 cds_range:11104-9679 [Chondrus crispus]
EnSpm__EnSpm-8_CCri_tp	EnSpm-8_CCri_tp	EnSpm	DNA/CMC-EnSpm	1333	RepeatPeps	EnSpm-8_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri cds_range:5629-9628 [Chondrus crispus]
EnSpm__EnSpm-9_CCri_2p	EnSpm-9_CCri_2p	EnSpm	DNA/CMC-EnSpm	462	RepeatPeps	EnSpm-9_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri cds_range:8315-9701 [Chondrus crispus]
EnSpm__EnSpm-9_CCri_3p	EnSpm-9_CCri_3p	EnSpm	DNA/CMC-EnSpm	741	RepeatPeps	EnSpm-9_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri rev:1 cds_range:14847-12624 [Chondrus crispus]
EnSpm__EnSpm-9_CCri_tp	EnSpm-9_CCri_tp	EnSpm	DNA/CMC-EnSpm	1263	RepeatPeps	EnSpm-9_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri cds_range:1917-5706 [Chondrus crispus]
EnSpm__EnSpm-9D_CCri_1p	EnSpm-9D_CCri_1p	EnSpm	DNA/CMC-EnSpm	654	RepeatPeps	EnSpm-9D_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-9D_CCri rev:1 cds_range:2371-409 [Chondrus crispus]
EnSpm__EnSpm-28_CCri_1p	EnSpm-28_CCri_1p	EnSpm	DNA/CMC-EnSpm	589	RepeatPeps	EnSpm-28_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-28_CCri cds_range:708-2475 [Chondrus crispus]
EnSpm__EnSpm-28_CCri_4p	EnSpm-28_CCri_4p	EnSpm	DNA/CMC-EnSpm	472	RepeatPeps	EnSpm-28_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-28_CCri rev:1 cds_range:14512-13096 [Chondrus crispus]
EnSpm__EnSpm-28B_CCri_2p	EnSpm-28B_CCri_2p	EnSpm	DNA/CMC-EnSpm	1248	RepeatPeps	EnSpm-28B_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri cds_range:5244-8988 [Chondrus crispus]
EnSpm__EnSpm-28B_CCri_3p	EnSpm-28B_CCri_3p	EnSpm	DNA/CMC-EnSpm	589	RepeatPeps	EnSpm-28B_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri rev:1 cds_range:12349-10582 [Chondrus crispus]
EnSpm__EnSpm-28B_CCri_4p	EnSpm-28B_CCri_4p	EnSpm	DNA/CMC-EnSpm	472	RepeatPeps	EnSpm-28B_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri rev:1 cds_range:14550-13134 [Chondrus crispus]
Mirage__Mirage1_CB	Mirage1_CB	Mirage	DNA/CMC-Mirage	278	RepeatPeps	Mirage1_CB#DNA/CMC-Mirage RBRM:Mirage1_CB cds_range:2324-3158 Fragment. Mirage1_CB must hav a multi-exon coding region (e.g. there are matches to the mirage protein from 1049-1559), but genscan is thwarted by frameshifts and stopcodons [Caenorhabditis briggsae]
Transib__Transib1_AA	Transib1_AA	Transib	DNA/CMC-Transib	647	RepeatPeps	Transib1_AA#DNA/CMC-Transib RBRM:Transib1_AA cds_range:846-2937 exons:846-1476;1567-1727;1786-2937 via genewise with Transib1_Dmoj [Aedes aegypti]
Transib__Transib1_AG	Transib1_AG	Transib	DNA/CMC-Transib	708	RepeatPeps	Transib1_AG#DNA/CMC-Transib RBRM:TRANSIB1_AG cds_range:1538-3662 [Anopheles genus]
Transib__Transib1_Dmoj	Transib1_Dmoj	Transib	DNA/CMC-Transib	682	RepeatPeps	Transib1_Dmoj#DNA/CMC-Transib RBRM:Transib1_Dmoj cds_range:498-2544 [Drosophila mojavensis]
Transib__Transib1_DP	Transib1_DP	Transib	DNA/CMC-Transib	626	RepeatPeps	Transib1_DP#DNA/CMC-Transib RBRM:Transib1_DP cds_range:738-2616 [Drosophila pseudoobscura]
Transib__Transib1_Dwil	Transib1_Dwil	Transib	DNA/CMC-Transib	672	RepeatPeps	Transib1_Dwil#DNA/CMC-Transib RBRM:Transib1_Dwil cds_range:497-2513 [Drosophila willistoni]
Transib__Transib1_NVi	Transib1_NVi	Transib	DNA/CMC-Transib	652	RepeatPeps	Transib1_NVi#DNA/CMC-Transib RBRM:Transib1_NVi frameshifts:1 cds_range:1015-2970 via tfasty with Transib1_SP [Nasonia vitripennis]
Transib__Transib1_SP	Transib1_SP	Transib	DNA/CMC-Transib	676	RepeatPeps	Transib1_SP#DNA/CMC-Transib RBRM:Transib1_SP cds_range:832-3307 exons:832-1702;2149-3307 ,2151-3307 from RepBase. [Strongylocentrotus purpuratus]
Transib__Transib2_AG	Transib2_AG	Transib	DNA/CMC-Transib	657	RepeatPeps	Transib2_AG#DNA/CMC-Transib RBRM:TRANSIB2_AG frameshifts:1 stops:1 cds_range:330-2300 via tfasty with Transib1_AG_1539-36 [Anopheles genus]
Transib__Transib2_DP	Transib2_DP	Transib	DNA/CMC-Transib	633	RepeatPeps	Transib2_DP#DNA/CMC-Transib RBRM:Transib2_DP cds_range:736-2635 [Drosophila pseudoobscura]
Transib__Transib3_AG	Transib3_AG	Transib	DNA/CMC-Transib	674	RepeatPeps	Transib3_AG#DNA/CMC-Transib RBRM:TRANSIB3_AG cds_range:45-2067 [Anopheles genus]
Transib__Transib3_DP	Transib3_DP	Transib	DNA/CMC-Transib	680	RepeatPeps	Transib3_DP#DNA/CMC-Transib RBRM:Transib3_DP cds_range:431-2471 [Drosophila pseudoobscura]
Transib__Transib4_AA	Transib4_AA	Transib	DNA/CMC-Transib	242	RepeatPeps	Transib4_AA#DNA/CMC-Transib RBRM:Transib4_AA cds_range:136-862 (fragment)  [Aedes aegypti]
Transib__Transib4_DP	Transib4_DP	Transib	DNA/CMC-Transib	435	RepeatPeps	Transib4_DP#DNA/CMC-Transib RBRM:Transib4_DP (fragment)  [Drosophila pseudoobscura]
Transib__Transib5_AA	Transib5_AA	Transib	DNA/CMC-Transib	343	RepeatPeps	Transib5_AA#DNA/CMC-Transib RBRM:Transib5_AA cds_range:1-1030 (fragment)  [Aedes aegypti]
Transib__Transib-1_CQ	Transib-1_CQ	Transib	DNA/CMC-Transib	697	RepeatPeps	Transib-1_CQ#DNA/CMC-Transib RBRM:Transib-1_CQ cds_range:756-2847 [Culex quinquefasciatus]
Transib__Transib-1_DAn	Transib-1_DAn	Transib	DNA/CMC-Transib	737	RepeatPeps	Transib-1_DAn#DNA/CMC-Transib RBRM:Transib-1_DAn cds_range:455-2666 [Drosophila ananassae]
Transib__Transib-1_DF	Transib-1_DF	Transib	DNA/CMC-Transib	734	RepeatPeps	Transib-1_DF#DNA/CMC-Transib RBRM:Transib-1_DF frameshifts:1 stops:1 cds_range:450-2651 via tfasty with Transib-1_DAn [Drosophila ficusphila]
Transib__Transib-1_LHu_1p	Transib-1_LHu_1p	Transib	DNA/CMC-Transib	656	RepeatPeps	Transib-1_LHu_1p#DNA/CMC-Transib RBRM:Transib-1_LHu cds_range:1964-3932 [Linepithema humile]
Transib__Transib-2_DAn	Transib-2_DAn	Transib	DNA/CMC-Transib	725	RepeatPeps	Transib-2_DAn#DNA/CMC-Transib RBRM:Transib-2_DAn cds_range:468-2643 [Drosophila ananassae]
Transib__Transib-2_DBi	Transib-2_DBi	Transib	DNA/CMC-Transib	651	RepeatPeps	Transib-2_DBi#DNA/CMC-Transib RBRM:Transib-2_DBi frameshifts:1 cds_range:549-6177 exons:549-961;4637-6177 via tfasty with Transib1 [Drosophila biarmipes]
Transib__Transib-2_DW	Transib-2_DW	Transib	DNA/CMC-Transib	715	RepeatPeps	Transib-2_DW#DNA/CMC-Transib RBRM:Transib-2_DW cds_range:490-2635 [Drosophila willistoni]
Transib__Transib-2_HM	Transib-2_HM	Transib	DNA/CMC-Transib	671	RepeatPeps	Transib-2_HM#DNA/CMC-Transib RBRM:Transib-2_HM cds_range:871-2884 [Hydra vulgaris]
Transib__Transib-2_SIn_1p	Transib-2_SIn_1p	Transib	DNA/CMC-Transib	727	RepeatPeps	Transib-2_SIn_1p#DNA/CMC-Transib RBRM:Transib-2_SIn cds_range:416-2597 [Solenopsis invicta]
Transib__Transib-3_DAn	Transib-3_DAn	Transib	DNA/CMC-Transib	694	RepeatPeps	Transib-3_DAn#DNA/CMC-Transib RBRM:Transib-3_DAn cds_range:538-2620 [Drosophila ananassae]
Transib__Transib-3_DBp	Transib-3_DBp	Transib	DNA/CMC-Transib	696	RepeatPeps	Transib-3_DBp#DNA/CMC-Transib RBRM:Transib-3_DBp frameshifts:1 cds_range:548-2635 via tfasty with Transib2 [Drosophila bipectinata]
Transib__Transib-3_HM	Transib-3_HM	Transib	DNA/CMC-Transib	650	RepeatPeps	Transib-3_HM#DNA/CMC-Transib RBRM:Transib-3_HM cds_range:861-2811 [Hydra vulgaris]
Transib__Transib-4_DAn	Transib-4_DAn	Transib	DNA/CMC-Transib	681	RepeatPeps	Transib-4_DAn#DNA/CMC-Transib RBRM:Transib-4_DAn cds_range:477-2520 [Drosophila ananassae]
Transib__Transib-4_DBp	Transib-4_DBp	Transib	DNA/CMC-Transib	708	RepeatPeps	Transib-4_DBp#DNA/CMC-Transib RBRM:Transib-4_DBp cds_range:527-2651 [Drosophila bipectinata]
Transib__Transib-4_HM	Transib-4_HM	Transib	DNA/CMC-Transib	656	RepeatPeps	Transib-4_HM#DNA/CMC-Transib RBRM:Transib-4_HM cds_range:1360-3328 [Hydra vulgaris]
Transib__Transib-5_DAn	Transib-5_DAn	Transib	DNA/CMC-Transib	621	RepeatPeps	Transib-5_DAn#DNA/CMC-Transib RBRM:Transib-5_DAn cds_range:718-2581 [Drosophila ananassae]
Transib__Transib-5_DBi	Transib-5_DBi	Transib	DNA/CMC-Transib	682	RepeatPeps	Transib-5_DBi#DNA/CMC-Transib RBRM:Transib-5_DBi frameshifts:1 cds_range:546-2593 via tfasty with Transib2 [Drosophila biarmipes]
Transib__Transib-5_DBp	Transib-5_DBp	Transib	DNA/CMC-Transib	674	RepeatPeps	Transib-5_DBp#DNA/CMC-Transib RBRM:Transib-5_DBp frameshifts:2 stops:2 cds_range:55-2079 via tfasty with Transib-1_DAn [Drosophila bipectinata]
Transib__Transib-5_HM	Transib-5_HM	Transib	DNA/CMC-Transib	663	RepeatPeps	Transib-5_HM#DNA/CMC-Transib RBRM:Transib-5_HM cds_range:636-2625 [Hydra vulgaris]
Transib__Transib-6_DBi	Transib-6_DBi	Transib	DNA/CMC-Transib	686	RepeatPeps	Transib-6_DBi#DNA/CMC-Transib RBRM:Transib-6_DBi frameshifts:1 cds_range:525-2584 via tfasty with Transib1 [Drosophila biarmipes]
Transib__Transib-6_DBp	Transib-6_DBp	Transib	DNA/CMC-Transib	672	RepeatPeps	Transib-6_DBp#DNA/CMC-Transib RBRM:Transib-6_DBp cds_range:614-2630 [Drosophila bipectinata]
Transib__Transib-6_HM	Transib-6_HM	Transib	DNA/CMC-Transib	648	RepeatPeps	Transib-6_HM#DNA/CMC-Transib RBRM:Transib-6_HM cds_range:1042-2986 [Hydra vulgaris]
Transib__Transib-7_DAn	Transib-7_DAn	Transib	DNA/CMC-Transib	689	RepeatPeps	Transib-7_DAn#DNA/CMC-Transib RBRM:Transib-7_DAn frameshifts:1 stops:3 cds_range:642-2708 via tfasty with Transib-2_HM [Drosophila ananassae]
Transib__Transib-7_HM	Transib-7_HM	Transib	DNA/CMC-Transib	647	RepeatPeps	Transib-7_HM#DNA/CMC-Transib RBRM:Transib-7_HM cds_range:756-2697 [Hydra vulgaris]
Transib__Transib-8_DAn	Transib-8_DAn	Transib	DNA/CMC-Transib	611	RepeatPeps	Transib-8_DAn#DNA/CMC-Transib RBRM:Transib-8_DAn frameshifts:1 cds_range:757-2589 via tfasty with Transib-1_DBp [Drosophila ananassae]
Transib__Transib-8_HM	Transib-8_HM	Transib	DNA/CMC-Transib	636	RepeatPeps	Transib-8_HM#DNA/CMC-Transib RBRM:Transib-8_HM cds_range:728-2636 [Hydra vulgaris]
Transib__Transib-9_HM	Transib-9_HM	Transib	DNA/CMC-Transib	619	RepeatPeps	Transib-9_HM#DNA/CMC-Transib RBRM:Transib-9_HM frameshifts:1 stops:2 cds_range:1225-3083 via tfasty with Transib-4_HM [Hydra vulgaris]
Transib__Transib-10_HM	Transib-10_HM	Transib	DNA/CMC-Transib	561	RepeatPeps	Transib-10_HM#DNA/CMC-Transib RBRM:Transib-10_HM cds_range:1342-3025 [Hydra vulgaris]
Transib__Transib-11_HM	Transib-11_HM	Transib	DNA/CMC-Transib	651	RepeatPeps	Transib-11_HM#DNA/CMC-Transib RBRM:Transib-11_HM cds_range:1073-3026 [Hydra vulgaris]
Transib__Transib-12_HM	Transib-12_HM	Transib	DNA/CMC-Transib	654	RepeatPeps	Transib-12_HM#DNA/CMC-Transib RBRM:Transib-12_HM cds_range:1622-3584 [Hydra vulgaris]
Transib__Transib-13_HM	Transib-13_HM	Transib	DNA/CMC-Transib	742	RepeatPeps	Transib-13_HM#DNA/CMC-Transib RBRM:Transib-13_HM cds_range:488-2714 [Hydra vulgaris]
Transib__Transib-14_HM	Transib-14_HM	Transib	DNA/CMC-Transib	703	RepeatPeps	Transib-14_HM#DNA/CMC-Transib RBRM:Transib-14_HM cds_range:777-2886 [Hydra vulgaris]
Transib__Transib-15_HM	Transib-15_HM	Transib	DNA/CMC-Transib	689	RepeatPeps	Transib-15_HM#DNA/CMC-Transib RBRM:Transib-15_HM cds_range:1035-3194 exons:1035-1287;1379-3194 Via genewise with Transib-2_HM [Hydra vulgaris]
Transib__Transib-16_HM	Transib-16_HM	Transib	DNA/CMC-Transib	669	RepeatPeps	Transib-16_HM#DNA/CMC-Transib RBRM:Transib-16_HM cds_range:1013-3094 exons:1013-1255;1329-3094 Via genewise with Transib-5_HM [Hydra vulgaris]
Transib__Transib-17_HM	Transib-17_HM	Transib	DNA/CMC-Transib	649	RepeatPeps	Transib-17_HM#DNA/CMC-Transib RBRM:Transib-17_HM cds_range:1042-3089 exons:1042-1315;1415-3089 Via genewise with Transib-6_HM [Hydra vulgaris]
Transib__Transib-18_HM	Transib-18_HM	Transib	DNA/CMC-Transib	601	RepeatPeps	Transib-18_HM#DNA/CMC-Transib RBRM:Transib-18_HM cds_range:860-2732 exons:860-2168;2237-2732 via genewise with Transib-7_HM#DNA/CMC-Transib [Hydra vulgaris]
Transib__Transib-19_HM	Transib-19_HM	Transib	DNA/CMC-Transib	612	RepeatPeps	Transib-19_HM#DNA/CMC-Transib RBRM:Transib-19_HM frameshifts:1 cds_range:810-2979 exons:810-1110;1304-1393;1531-2979 via genewise with Transib-3_HM#DNA/CMC-Transib [Hydra vulgaris]
Transib__Transib-20_HM	Transib-20_HM	Transib	DNA/CMC-Transib	777	RepeatPeps	Transib-20_HM#DNA/CMC-Transib RBRM:Transib-20_HM frameshifts:1 cds_range:1136-3466 via tfasty with Transib-16_HM [Hydra vulgaris]
Transib__Transib-21_HMa	Transib-21_HMa	Transib	DNA/CMC-Transib	660	RepeatPeps	Transib-21_HMa#DNA/CMC-Transib RBRM:Transib-21_HMa cds_range:930-2910 [Hydra vulgaris]
EnSpm__ENSUPMET	ENSUPMET	EnSpm	DNA/CMC-EnSpm	940	RepeatPeps	ENSUPMET#DNA/CMC-EnSpm RBRM:ENSUPMET stops:3 cds_range:2700-5544 exons:2700-5034;5064-5544 [Medicago truncatula]
RAG1__RAG1	RAG1	RAG1	RAG1	1040	RAG1_FASTA	RAG1 AAA40028.1 recombination activating protein [Mus musculus]
