"","ins1","ins2","k80","chr1","start1","end1","chr2","start2","end2","mid1","mid2","same_chr","genomic_dist_mid","genomic_dist_edge","in_gap","rank"
"1569","A6-Wild5B_48","A6-Wild5B_38",0.0409402509147844,"2L",9564503,9564503,"2L",20715244,20715244,9564503,20715244,TRUE,11150741,11150741,FALSE,1569
"1570","A6-Wild5B_52","A6-Wild5B_38",0.0409402509147844,"2L",14887432,14887432,"2L",20715244,20715244,14887432,20715244,TRUE,5827812,5827812,FALSE,1570
"1571","A6-Wild5B_53","A6-Wild5B_38",0.0409402509147844,"2L",15931742,15931742,"2L",20715244,20715244,15931742,20715244,TRUE,4783502,4783502,FALSE,1571
"1572","A6-Wild5B_48","A6-Wild5B_41",0.0409402509147844,"2L",9564503,9564503,"2L",21783487,21783487,9564503,21783487,TRUE,12218984,12218984,FALSE,1572
"1573","A6-Wild5B_52","A6-Wild5B_41",0.0409402509147844,"2L",14887432,14887432,"2L",21783487,21783487,14887432,21783487,TRUE,6896055,6896055,FALSE,1573
"1574","A6-Wild5B_53","A6-Wild5B_41",0.0409402509147844,"2L",15931742,15931742,"2L",21783487,21783487,15931742,21783487,TRUE,5851745,5851745,FALSE,1574
"1575","A6-Wild5B_106","A6-Wild5B_89",0.0409402509147844,"3R",6228695,6228695,"3R",4759777,4761207,6228695,4760492,TRUE,1468203,1467488,FALSE,1575
"1576","A6-Wild5B_106","A6-Wild5B_101",0.0409402509147844,"3R",6228695,6228695,"3R",28754073,28754073,6228695,28754073,TRUE,22525378,22525378,FALSE,1576
"1577","A6-Wild5B_123","A6-Wild5B_102",0.0409402509147844,"3R",25937673,25937673,"3R",28957954,28957954,25937673,28957954,TRUE,3020281,3020281,FALSE,1577
"1578","A6-Wild5B_117","A6-Wild5B_106",0.0409402509147844,"3R",18699956,18699956,"3R",6228695,6228695,18699956,6228695,TRUE,12471261,12471261,FALSE,1578
"1579","A6-Wild5B_123","A6-Wild5B_107",0.0409402509147844,"3R",25937673,25937673,"3R",10918807,10918807,25937673,10918807,TRUE,15018866,15018866,FALSE,1579
"1580","A6-Wild5B_123","A6-Wild5B_112",0.0409402509147844,"3R",25937673,25937673,"3R",17216226,17216226,25937673,17216226,TRUE,8721447,8721447,FALSE,1580
"1581","A6-Wild5B_123","A6-Wild5B_119",0.0409402509147844,"3R",25937673,25937673,"3R",21338431,21338431,25937673,21338431,TRUE,4599242,4599242,FALSE,1581
"1582","A6-Wild5B_124","A6-Wild5B_123",0.0409402509147844,"3R",27485330,27485331,"3R",25937673,25937673,27485330.5,25937673,TRUE,1547657.5,1547657,FALSE,1582
"1583","A6-Wild5B_125","A6-Wild5B_123",0.0409402509147844,"3R",27856815,27858239,"3R",25937673,25937673,27857527,25937673,TRUE,1919854,1919142,FALSE,1583
"1584","A6-Wild5B_49","A6-Wild5B_22",0.0409487517290725,"2L",10442061,10442061,"2L",262632,262632,10442061,262632,TRUE,10179429,10179429,FALSE,1584
"1585","A6-Wild5B_36","A6-Wild5B_26",0.0409487517290725,"2L",19629864,19629864,"2L",10933389,10933389,19629864,10933389,TRUE,8696475,8696475,FALSE,1585
"1586","A6-Wild5B_36","A6-Wild5B_29",0.0409487517290725,"2L",19629864,19629864,"2L",12325056,12325056,19629864,12325056,TRUE,7304808,7304808,FALSE,1586
"1587","A6-Wild5B_44","A6-Wild5B_36",0.0409487517290725,"2L",6115657,6115657,"2L",19629864,19629864,6115657,19629864,TRUE,13514207,13514207,FALSE,1587
"1588","A6-Wild5B_10","A6-Wild5B_5",0.0409487517290725,"3L",5716940,5716940,"3L",13686794,13686795,5716940,13686794.5,TRUE,7969854.5,7969854,FALSE,1588
"1589","A6-Wild5B_110","A6-Wild5B_88",0.0409487517290725,"3R",14096156,14096156,"3R",2387287,2387287,14096156,2387287,TRUE,11708869,11708869,FALSE,1589
"1590","A6-Wild5B_110","A6-Wild5B_91",0.0409487517290725,"3R",14096156,14096156,"3R",10914458,10914458,14096156,10914458,TRUE,3181698,3181698,FALSE,1590
"1591","A6-Wild5B_110","A6-Wild5B_93",0.0409487517290725,"3R",14096156,14096156,"3R",20526431,20526431,14096156,20526431,TRUE,6430275,6430275,FALSE,1591
"1592","A6-Wild5B_110","A6-Wild5B_100",0.0409487517290725,"3R",14096156,14096156,"3R",28106715,28106715,14096156,28106715,TRUE,14010559,14010559,FALSE,1592
"1593","A6-Wild5B_116","A6-Wild5B_110",0.0409487517290725,"3R",17900927,17900927,"3R",14096156,14096156,17900927,14096156,TRUE,3804771,3804771,FALSE,1593
"1594","A6-Wild5B_121","A6-Wild5B_110",0.0409487517290725,"3R",23293133,23293133,"3R",14096156,14096156,23293133,14096156,TRUE,9196977,9196977,FALSE,1594
"1595","A6-Wild5B_122","A6-Wild5B_110",0.0409487517290725,"3R",25184558,25184558,"3R",14096156,14096156,25184558,14096156,TRUE,11088402,11088402,FALSE,1595
"1596","A6-Wild5B_56","A6-Wild5B_30",0.0409619781230088,"2L",18901797,18901797,"2L",13575158,13575158,18901797,13575158,TRUE,5326639,5326639,FALSE,1596
"1597","A6-Wild5B_17","A6-Wild5B_15",0.0409619781230088,"3L",17612244,17612244,"3L",13686395,13686395,17612244,13686395,TRUE,3925849,3925849,FALSE,1597
"1598","A6-Wild5B_66","A6-Wild5B_59",0.0409619781230088,"X",12634045,12634045,"X",5113101,5113105,12634045,5113103,TRUE,7520942,7520940,FALSE,1598
"1599","A6-Wild5B_86","A6-Wild5B_63",0.0409619781230088,"X",19817401,19817401,"X",9440961,9440963,19817401,9440962,TRUE,10376439,10376438,FALSE,1599
"1600","A6-Wild5B_38","A6-Wild5B_26",0.0409696861242005,"2L",20715244,20715244,"2L",10933389,10933389,20715244,10933389,TRUE,9781855,9781855,FALSE,1600
"1601","A6-Wild5B_41","A6-Wild5B_26",0.0409696861242005,"2L",21783487,21783487,"2L",10933389,10933389,21783487,10933389,TRUE,10850098,10850098,FALSE,1601
"1602","A6-Wild5B_38","A6-Wild5B_29",0.0409696861242005,"2L",20715244,20715244,"2L",12325056,12325056,20715244,12325056,TRUE,8390188,8390188,FALSE,1602
"1603","A6-Wild5B_41","A6-Wild5B_29",0.0409696861242005,"2L",21783487,21783487,"2L",12325056,12325056,21783487,12325056,TRUE,9458431,9458431,FALSE,1603
"1604","A6-Wild5B_44","A6-Wild5B_38",0.0409696861242005,"2L",6115657,6115657,"2L",20715244,20715244,6115657,20715244,TRUE,14599587,14599587,FALSE,1604
"1605","A6-Wild5B_44","A6-Wild5B_41",0.0409696861242005,"2L",6115657,6115657,"2L",21783487,21783487,6115657,21783487,TRUE,15667830,15667830,FALSE,1605
"1606","A6-Wild5B_135","A6-Wild5B_129",0.0409696861242005,"2R",25105373,25105373,"2R",7479086,7479086,25105373,7479086,TRUE,17626287,17626287,FALSE,1606
"1607","A6-Wild5B_140","A6-Wild5B_129",0.0409696861242005,"2R",8301454,8301454,"2R",7479086,7479086,8301454,7479086,TRUE,822368,822368,FALSE,1607
"1608","A6-Wild5B_15","A6-Wild5B_6",0.0409696861242005,"3L",13686395,13686395,"3L",19413146,19413146,13686395,19413146,TRUE,5726751,5726751,FALSE,1608
"1609","A6-Wild5B_123","A6-Wild5B_89",0.0409696861242005,"3R",25937673,25937673,"3R",4759777,4761207,25937673,4760492,TRUE,21177181,21176466,FALSE,1609
"1610","A6-Wild5B_123","A6-Wild5B_101",0.0409696861242005,"3R",25937673,25937673,"3R",28754073,28754073,25937673,28754073,TRUE,2816400,2816400,FALSE,1610
"1611","A6-Wild5B_105","A6-Wild5B_104",0.0409696861242005,"3R",4821131,4821131,"3R",29691953,29691953,4821131,29691953,TRUE,24870822,24870822,FALSE,1611
"1612","A6-Wild5B_123","A6-Wild5B_117",0.0409696861242005,"3R",25937673,25937673,"3R",18699956,18699956,25937673,18699956,TRUE,7237717,7237717,FALSE,1612
"1613","A6-Wild5B_36","A6-Wild5B_27",0.040978199443627,"2L",19629864,19629864,"2L",11155310,11155311,19629864,11155310.5,TRUE,8474553.5,8474553,FALSE,1613
"1614","A6-Wild5B_36","A6-Wild5B_33",0.040978199443627,"2L",19629864,19629864,"2L",17080016,17080016,19629864,17080016,TRUE,2549848,2549848,FALSE,1614
"1615","A6-Wild5B_15","A6-Wild5B_10",0.040978199443627,"3L",13686395,13686395,"3L",5716940,5716940,13686395,5716940,TRUE,7969455,7969455,FALSE,1615
"1616","A6-Wild5B_105","A6-Wild5B_95",0.040978199443627,"3R",4821131,4821131,"3R",22164432,22164442,4821131,22164437,TRUE,17343306,17343301,FALSE,1616
"1617","A6-Wild5B_111","A6-Wild5B_105",0.040978199443627,"3R",14873309,14873309,"3R",4821131,4821131,14873309,4821131,TRUE,10052178,10052178,FALSE,1617
"1618","A6-Wild5B_66","A6-Wild5B_63",0.0409914443510373,"X",12634045,12634045,"X",9440961,9440963,12634045,9440962,TRUE,3193083,3193082,FALSE,1618
"1619","A6-Wild5B_38","A6-Wild5B_27",0.0409991637033436,"2L",20715244,20715244,"2L",11155310,11155311,20715244,11155310.5,TRUE,9559933.5,9559933,FALSE,1619
"1620","A6-Wild5B_41","A6-Wild5B_27",0.0409991637033436,"2L",21783487,21783487,"2L",11155310,11155311,21783487,11155310.5,TRUE,10628176.5,10628176,FALSE,1620
"1621","A6-Wild5B_38","A6-Wild5B_33",0.0409991637033436,"2L",20715244,20715244,"2L",17080016,17080016,20715244,17080016,TRUE,3635228,3635228,FALSE,1621
"1622","A6-Wild5B_41","A6-Wild5B_33",0.0409991637033436,"2L",21783487,21783487,"2L",17080016,17080016,21783487,17080016,TRUE,4703471,4703471,FALSE,1622
"1623","A6-Wild5B_105","A6-Wild5B_97",0.0409991637033436,"3R",4821131,4821131,"3R",25086787,25086787,4821131,25086787,TRUE,20265656,20265656,FALSE,1623
"1624","A6-Wild5B_126","A6-Wild5B_105",0.0409991637033436,"3R",30183667,30183667,"3R",4821131,4821131,30183667,4821131,TRUE,25362536,25362536,FALSE,1624
"1625","A6-Wild5B_85","A6-Wild5B_78",0.0409991637033436,"X",19790921,19790921,"X",7978988,7978988,19790921,7978988,TRUE,11811933,11811933,FALSE,1625
"1626","A6-Wild5B_85","A6-Wild5B_69",0.0410076895555237,"X",19790921,19790921,"X",14960688,14960688,19790921,14960688,TRUE,4830233,4830233,FALSE,1626
"1627","A6-Wild5B_49","A6-Wild5B_23",0.0410170207812502,"2L",10442061,10442061,"2L",2003771,2003771,10442061,2003771,TRUE,8438290,8438290,FALSE,1627
"1628","A6-Wild5B_49","A6-Wild5B_40",0.0410170207812502,"2L",10442061,10442061,"2L",21078116,21078116,10442061,21078116,TRUE,10636055,10636055,FALSE,1628
"1629","A6-Wild5B_55","A6-Wild5B_49",0.0410170207812502,"2L",18286654,18286654,"2L",10442061,10442061,18286654,10442061,TRUE,7844593,7844593,FALSE,1629
"1630","A6-Wild5B_95","A6-Wild5B_90",0.0410170207812502,"3R",22164432,22164442,"3R",10496725,10496725,22164437,10496725,TRUE,11667712,11667707,FALSE,1630
"1631","A6-Wild5B_111","A6-Wild5B_90",0.0410170207812502,"3R",14873309,14873309,"3R",10496725,10496725,14873309,10496725,TRUE,4376584,4376584,FALSE,1631
"1632","A6-Wild5B_118","A6-Wild5B_95",0.0410170207812502,"3R",20778651,20778651,"3R",22164432,22164442,20778651,22164437,TRUE,1385786,1385781,FALSE,1632
"1633","A6-Wild5B_118","A6-Wild5B_111",0.0410170207812502,"3R",20778651,20778651,"3R",14873309,14873309,20778651,14873309,TRUE,5905342,5905342,FALSE,1633
"1634","A6-Wild5B_143","A6-Wild5B_138",0.041028683743789,"2R",14518122,14518122,"2R",7735187,7735187,14518122,7735187,TRUE,6782935,6782935,FALSE,1634
"1635","A6-Wild5B_144","A6-Wild5B_138",0.041028683743789,"2R",15722342,15722427,"2R",7735187,7735187,15722384.5,7735187,TRUE,7987197.5,7987155,FALSE,1635
"1636","A6-Wild5B_105","A6-Wild5B_88",0.041028683743789,"3R",4821131,4821131,"3R",2387287,2387287,4821131,2387287,TRUE,2433844,2433844,FALSE,1636
"1637","A6-Wild5B_105","A6-Wild5B_91",0.041028683743789,"3R",4821131,4821131,"3R",10914458,10914458,4821131,10914458,TRUE,6093327,6093327,FALSE,1637
"1638","A6-Wild5B_105","A6-Wild5B_93",0.041028683743789,"3R",4821131,4821131,"3R",20526431,20526431,4821131,20526431,TRUE,15705300,15705300,FALSE,1638
"1639","A6-Wild5B_105","A6-Wild5B_100",0.041028683743789,"3R",4821131,4821131,"3R",28106715,28106715,4821131,28106715,TRUE,23285584,23285584,FALSE,1639
"1640","A6-Wild5B_116","A6-Wild5B_105",0.041028683743789,"3R",17900927,17900927,"3R",4821131,4821131,17900927,4821131,TRUE,13079796,13079796,FALSE,1640
"1641","A6-Wild5B_121","A6-Wild5B_105",0.041028683743789,"3R",23293133,23293133,"3R",4821131,4821131,23293133,4821131,TRUE,18472002,18472002,FALSE,1641
"1642","A6-Wild5B_122","A6-Wild5B_105",0.041028683743789,"3R",25184558,25184558,"3R",4821131,4821131,25184558,4821131,TRUE,20363427,20363427,FALSE,1642
"1643","A6-Wild5B_85","A6-Wild5B_62",0.041028683743789,"X",19790921,19790921,"X",8035110,8035112,19790921,8035111,TRUE,11755810,11755809,FALSE,1643
"1644","A6-Wild5B_85","A6-Wild5B_67",0.041028683743789,"X",19790921,19790921,"X",13431448,13431448,19790921,13431448,TRUE,6359473,6359473,FALSE,1644
"1645","A6-Wild5B_85","A6-Wild5B_76",0.041028683743789,"X",19790921,19790921,"X",6944927,6944927,19790921,6944927,TRUE,12845994,12845994,FALSE,1645
"1646","A6-Wild5B_85","A6-Wild5B_83",0.041028683743789,"X",19790921,19790921,"X",14990159,14990159,19790921,14990159,TRUE,4800762,4800762,FALSE,1646
"1647","A6-Wild5B_49","A6-Wild5B_46",0.0410465671243976,"2L",10442061,10442061,"2L",7934109,7934109,10442061,7934109,TRUE,2507952,2507952,FALSE,1647
"1648","A6-Wild5B_145","A6-Wild5B_138",0.041058246337376,"2R",19518677,19518677,"2R",7735187,7735187,19518677,7735187,TRUE,11783490,11783490,FALSE,1648
"1649","A6-Wild5B_74","A6-Wild5B_66",0.0410667973382343,"X",6466846,6466846,"X",12634045,12634045,6466846,12634045,TRUE,6167199,6167199,FALSE,1649
"1650","A6-Wild5B_143","A6-Wild5B_139",0.0411651795340989,"2R",14518122,14518122,"2R",8174647,8174647,14518122,8174647,TRUE,6343475,6343475,FALSE,1650
"1651","A6-Wild5B_144","A6-Wild5B_139",0.0411651795340989,"2R",15722342,15722427,"2R",8174647,8174647,15722384.5,8174647,TRUE,7547737.5,7547695,FALSE,1651
"1652","A6-Wild5B_145","A6-Wild5B_139",0.0411651795340989,"2R",19518677,19518677,"2R",8174647,8174647,19518677,8174647,TRUE,11344030,11344030,FALSE,1652
"1653","A6-Wild5B_80","A6-Wild5B_62",0.0411651795340989,"X",11420634,11420634,"X",8035110,8035112,11420634,8035111,TRUE,3385523,3385522,FALSE,1653
"1654","A6-Wild5B_80","A6-Wild5B_67",0.0411651795340989,"X",11420634,11420634,"X",13431448,13431448,11420634,13431448,TRUE,2010814,2010814,FALSE,1654
"1655","A6-Wild5B_80","A6-Wild5B_76",0.0411651795340989,"X",11420634,11420634,"X",6944927,6944927,11420634,6944927,TRUE,4475707,4475707,FALSE,1655
"1656","A6-Wild5B_80","A6-Wild5B_78",0.0411651795340989,"X",11420634,11420634,"X",7978988,7978988,11420634,7978988,TRUE,3441646,3441646,FALSE,1656
"1657","A6-Wild5B_83","A6-Wild5B_80",0.0411651795340989,"X",14990159,14990159,"X",11420634,11420634,14990159,11420634,TRUE,3569525,3569525,FALSE,1657
"1658","A6-Wild5B_139","A6-Wild5B_130",0.04117692408923,"2R",8174647,8174647,"2R",13543833,13543833,8174647,13543833,TRUE,5369186,5369186,FALSE,1658
"1659","A6-Wild5B_7","A6-Wild5B_5",0.0415053060313754,"3L",3081513,3081513,"3L",13686794,13686795,3081513,13686794.5,TRUE,10605281.5,10605281,FALSE,1659
"1660","A6-Wild5B_18","A6-Wild5B_5",0.0415355608407857,"3L",18063281,18063281,"3L",13686794,13686795,18063281,13686794.5,TRUE,4376486.5,4376486,FALSE,1660
"1661","A6-Wild5B_15","A6-Wild5B_7",0.0415658598050483,"3L",13686395,13686395,"3L",3081513,3081513,13686395,3081513,TRUE,10604882,10604882,FALSE,1661
"1662","A6-Wild5B_18","A6-Wild5B_15",0.0415658598050483,"3L",18063281,18063281,"3L",13686395,13686395,18063281,13686395,TRUE,4376886,4376886,FALSE,1662
"1663","A6-Wild5B_49","A6-Wild5B_35",0.0415940384917837,"2L",10442061,10442061,"2L",18025740,18025740,10442061,18025740,TRUE,7583679,7583679,FALSE,1663
"1664","A6-Wild5B_113","A6-Wild5B_95",0.0415940384917837,"3R",17243575,17243575,"3R",22164432,22164442,17243575,22164437,TRUE,4920862,4920857,FALSE,1664
"1665","A6-Wild5B_113","A6-Wild5B_111",0.0415940384917837,"3R",17243575,17243575,"3R",14873309,14873309,17243575,14873309,TRUE,2370266,2370266,FALSE,1665
"1666","A6-Wild5B_143","A6-Wild5B_133",0.0416082519379744,"2R",14518122,14518122,"2R",19073594,19073594,14518122,19073594,TRUE,4555472,4555472,FALSE,1666
"1667","A6-Wild5B_107","A6-Wild5B_104",0.0416082519379744,"3R",10918807,10918807,"3R",29691953,29691953,10918807,29691953,TRUE,18773146,18773146,FALSE,1667
"1668","A6-Wild5B_112","A6-Wild5B_104",0.0416082519379744,"3R",17216226,17216226,"3R",29691953,29691953,17216226,29691953,TRUE,12475727,12475727,FALSE,1668
"1669","A6-Wild5B_119","A6-Wild5B_104",0.0416082519379744,"3R",21338431,21338431,"3R",29691953,29691953,21338431,29691953,TRUE,8353522,8353522,FALSE,1669
"1670","A6-Wild5B_124","A6-Wild5B_104",0.0416082519379744,"3R",27485330,27485331,"3R",29691953,29691953,27485330.5,29691953,TRUE,2206622.5,2206622,FALSE,1670
"1671","A6-Wild5B_49","A6-Wild5B_43",0.0416238978739367,"2L",10442061,10442061,"2L",3773642,3773642,10442061,3773642,TRUE,6668419,6668419,FALSE,1671
"1672","A6-Wild5B_69","A6-Wild5B_64",0.0416238978739367,"X",14960688,14960688,"X",10644563,10644563,14960688,10644563,TRUE,4316125,4316125,FALSE,1672
"1673","A6-Wild5B_31","A6-Wild5B_24",0.0416381312239541,"2L",15077860,15077860,"2L",6587078,6587081,15077860,6587079.5,TRUE,8490780.5,8490779,FALSE,1673
"1674","A6-Wild5B_34","A6-Wild5B_24",0.0416381312239541,"2L",17945784,17945784,"2L",6587078,6587081,17945784,6587079.5,TRUE,11358704.5,11358703,FALSE,1674
"1675","A6-Wild5B_50","A6-Wild5B_24",0.0416381312239541,"2L",12245969,12245969,"2L",6587078,6587081,12245969,6587079.5,TRUE,5658889.5,5658888,FALSE,1675
"1676","A6-Wild5B_51","A6-Wild5B_24",0.0416381312239541,"2L",14671836,14671836,"2L",6587078,6587081,14671836,6587079.5,TRUE,8084756.5,8084755,FALSE,1676
"1677","A6-Wild5B_54","A6-Wild5B_24",0.0416381312239541,"2L",17088368,17088368,"2L",6587078,6587081,17088368,6587079.5,TRUE,10501288.5,10501287,FALSE,1677
"1678","A6-Wild5B_31","A6-Wild5B_30",0.0416381312239541,"2L",15077860,15077860,"2L",13575158,13575158,15077860,13575158,TRUE,1502702,1502702,FALSE,1678
"1679","A6-Wild5B_34","A6-Wild5B_30",0.0416381312239541,"2L",17945784,17945784,"2L",13575158,13575158,17945784,13575158,TRUE,4370626,4370626,FALSE,1679
"1680","A6-Wild5B_50","A6-Wild5B_30",0.0416381312239541,"2L",12245969,12245969,"2L",13575158,13575158,12245969,13575158,TRUE,1329189,1329189,FALSE,1680
"1681","A6-Wild5B_51","A6-Wild5B_30",0.0416381312239541,"2L",14671836,14671836,"2L",13575158,13575158,14671836,13575158,TRUE,1096678,1096678,FALSE,1681
"1682","A6-Wild5B_54","A6-Wild5B_30",0.0416381312239541,"2L",17088368,17088368,"2L",13575158,13575158,17088368,13575158,TRUE,3513210,3513210,FALSE,1682
"1683","A6-Wild5B_32","A6-Wild5B_31",0.0416381312239541,"2L",15142559,15142559,"2L",15077860,15077860,15142559,15077860,TRUE,64699,64699,FALSE,1683
"1684","A6-Wild5B_37","A6-Wild5B_31",0.0416381312239541,"2L",19890229,19890229,"2L",15077860,15077860,19890229,15077860,TRUE,4812369,4812369,FALSE,1684
"1685","A6-Wild5B_48","A6-Wild5B_31",0.0416381312239541,"2L",9564503,9564503,"2L",15077860,15077860,9564503,15077860,TRUE,5513357,5513357,FALSE,1685
"1686","A6-Wild5B_52","A6-Wild5B_31",0.0416381312239541,"2L",14887432,14887432,"2L",15077860,15077860,14887432,15077860,TRUE,190428,190428,FALSE,1686
"1687","A6-Wild5B_53","A6-Wild5B_31",0.0416381312239541,"2L",15931742,15931742,"2L",15077860,15077860,15931742,15077860,TRUE,853882,853882,FALSE,1687
"1688","A6-Wild5B_34","A6-Wild5B_32",0.0416381312239541,"2L",17945784,17945784,"2L",15142559,15142559,17945784,15142559,TRUE,2803225,2803225,FALSE,1688
"1689","A6-Wild5B_50","A6-Wild5B_32",0.0416381312239541,"2L",12245969,12245969,"2L",15142559,15142559,12245969,15142559,TRUE,2896590,2896590,FALSE,1689
"1690","A6-Wild5B_51","A6-Wild5B_32",0.0416381312239541,"2L",14671836,14671836,"2L",15142559,15142559,14671836,15142559,TRUE,470723,470723,FALSE,1690
"1691","A6-Wild5B_54","A6-Wild5B_32",0.0416381312239541,"2L",17088368,17088368,"2L",15142559,15142559,17088368,15142559,TRUE,1945809,1945809,FALSE,1691
"1692","A6-Wild5B_37","A6-Wild5B_34",0.0416381312239541,"2L",19890229,19890229,"2L",17945784,17945784,19890229,17945784,TRUE,1944445,1944445,FALSE,1692
"1693","A6-Wild5B_48","A6-Wild5B_34",0.0416381312239541,"2L",9564503,9564503,"2L",17945784,17945784,9564503,17945784,TRUE,8381281,8381281,FALSE,1693
"1694","A6-Wild5B_52","A6-Wild5B_34",0.0416381312239541,"2L",14887432,14887432,"2L",17945784,17945784,14887432,17945784,TRUE,3058352,3058352,FALSE,1694
"1695","A6-Wild5B_53","A6-Wild5B_34",0.0416381312239541,"2L",15931742,15931742,"2L",17945784,17945784,15931742,17945784,TRUE,2014042,2014042,FALSE,1695
"1696","A6-Wild5B_50","A6-Wild5B_37",0.0416381312239541,"2L",12245969,12245969,"2L",19890229,19890229,12245969,19890229,TRUE,7644260,7644260,FALSE,1696
"1697","A6-Wild5B_51","A6-Wild5B_37",0.0416381312239541,"2L",14671836,14671836,"2L",19890229,19890229,14671836,19890229,TRUE,5218393,5218393,FALSE,1697
"1698","A6-Wild5B_54","A6-Wild5B_37",0.0416381312239541,"2L",17088368,17088368,"2L",19890229,19890229,17088368,19890229,TRUE,2801861,2801861,FALSE,1698
"1699","A6-Wild5B_50","A6-Wild5B_48",0.0416381312239541,"2L",12245969,12245969,"2L",9564503,9564503,12245969,9564503,TRUE,2681466,2681466,FALSE,1699
"1700","A6-Wild5B_51","A6-Wild5B_48",0.0416381312239541,"2L",14671836,14671836,"2L",9564503,9564503,14671836,9564503,TRUE,5107333,5107333,FALSE,1700
"1701","A6-Wild5B_54","A6-Wild5B_48",0.0416381312239541,"2L",17088368,17088368,"2L",9564503,9564503,17088368,9564503,TRUE,7523865,7523865,FALSE,1701
"1702","A6-Wild5B_52","A6-Wild5B_50",0.0416381312239541,"2L",14887432,14887432,"2L",12245969,12245969,14887432,12245969,TRUE,2641463,2641463,FALSE,1702
"1703","A6-Wild5B_53","A6-Wild5B_50",0.0416381312239541,"2L",15931742,15931742,"2L",12245969,12245969,15931742,12245969,TRUE,3685773,3685773,FALSE,1703
"1704","A6-Wild5B_52","A6-Wild5B_51",0.0416381312239541,"2L",14887432,14887432,"2L",14671836,14671836,14887432,14671836,TRUE,215596,215596,FALSE,1704
"1705","A6-Wild5B_53","A6-Wild5B_51",0.0416381312239541,"2L",15931742,15931742,"2L",14671836,14671836,15931742,14671836,TRUE,1259906,1259906,FALSE,1705
"1706","A6-Wild5B_54","A6-Wild5B_52",0.0416381312239541,"2L",17088368,17088368,"2L",14887432,14887432,17088368,14887432,TRUE,2200936,2200936,FALSE,1706
"1707","A6-Wild5B_54","A6-Wild5B_53",0.0416381312239541,"2L",17088368,17088368,"2L",15931742,15931742,17088368,15931742,TRUE,1156626,1156626,FALSE,1707
"1708","A6-Wild5B_143","A6-Wild5B_132",0.0416381312239541,"2R",14518122,14518122,"2R",19053462,19053462,14518122,19053462,TRUE,4535340,4535340,FALSE,1708
"1709","A6-Wild5B_104","A6-Wild5B_101",0.0416381312239541,"3R",29691953,29691953,"3R",28754073,28754073,29691953,28754073,TRUE,937880,937880,FALSE,1709
"1710","A6-Wild5B_104","A6-Wild5B_102",0.0416381312239541,"3R",29691953,29691953,"3R",28957954,28957954,29691953,28957954,TRUE,733999,733999,FALSE,1710
"1711","A6-Wild5B_126","A6-Wild5B_102",0.0416381312239541,"3R",30183667,30183667,"3R",28957954,28957954,30183667,28957954,TRUE,1225713,1225713,FALSE,1711
"1712","A6-Wild5B_117","A6-Wild5B_104",0.0416381312239541,"3R",18699956,18699956,"3R",29691953,29691953,18699956,29691953,TRUE,10991997,10991997,FALSE,1712
"1713","A6-Wild5B_125","A6-Wild5B_104",0.0416381312239541,"3R",27856815,27858239,"3R",29691953,29691953,27857527,29691953,TRUE,1834426,1833714,FALSE,1713
"1714","A6-Wild5B_126","A6-Wild5B_107",0.0416381312239541,"3R",30183667,30183667,"3R",10918807,10918807,30183667,10918807,TRUE,19264860,19264860,FALSE,1714
"1715","A6-Wild5B_126","A6-Wild5B_112",0.0416381312239541,"3R",30183667,30183667,"3R",17216226,17216226,30183667,17216226,TRUE,12967441,12967441,FALSE,1715
"1716","A6-Wild5B_126","A6-Wild5B_119",0.0416381312239541,"3R",30183667,30183667,"3R",21338431,21338431,30183667,21338431,TRUE,8845236,8845236,FALSE,1716
"1717","A6-Wild5B_126","A6-Wild5B_124",0.0416381312239541,"3R",30183667,30183667,"3R",27485330,27485331,30183667,27485330.5,TRUE,2698336.5,2698336,FALSE,1717
"1718","A6-Wild5B_126","A6-Wild5B_125",0.0416381312239541,"3R",30183667,30183667,"3R",27856815,27858239,30183667,27857527,TRUE,2326140,2325428,FALSE,1718
"1719","A6-Wild5B_70","A6-Wild5B_59",0.0416381312239541,"X",17275315,17275315,"X",5113101,5113105,17275315,5113103,TRUE,12162212,12162210,FALSE,1719
"1720","A6-Wild5B_71","A6-Wild5B_59",0.0416381312239541,"X",4490761,4490761,"X",5113101,5113105,4490761,5113103,TRUE,622342,622340,FALSE,1720
"1721","A6-Wild5B_75","A6-Wild5B_59",0.0416381312239541,"X",6802665,6802665,"X",5113101,5113105,6802665,5113103,TRUE,1689562,1689560,FALSE,1721
"1722","A6-Wild5B_79","A6-Wild5B_59",0.0416381312239541,"X",11176209,11176209,"X",5113101,5113105,11176209,5113103,TRUE,6063106,6063104,FALSE,1722
"1723","A6-Wild5B_78","A6-Wild5B_70",0.0416381312239541,"X",7978988,7978988,"X",17275315,17275315,7978988,17275315,TRUE,9296327,9296327,FALSE,1723
"1724","A6-Wild5B_78","A6-Wild5B_71",0.0416381312239541,"X",7978988,7978988,"X",4490761,4490761,7978988,4490761,TRUE,3488227,3488227,FALSE,1724
"1725","A6-Wild5B_78","A6-Wild5B_75",0.0416381312239541,"X",7978988,7978988,"X",6802665,6802665,7978988,6802665,TRUE,1176323,1176323,FALSE,1725
"1726","A6-Wild5B_79","A6-Wild5B_78",0.0416381312239541,"X",11176209,11176209,"X",7978988,7978988,11176209,7978988,TRUE,3197221,3197221,FALSE,1726
