tip_label	sequence_id	group	repeat_class	source	length	original_header
RP__EnSpm__Shooter_ZM	Shooter_ZM	EnSpm	DNA/CMC-EnSpm	RepeatPeps	792	Shooter_ZM#DNA/CMC-EnSpm RBRM:SHOOTER_ZM cds_range:2681-5057 [Zea mays]
RP__EnSpm__SmTRC1	SmTRC1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	560	SmTRC1#DNA/CMC-EnSpm RBRM:SmTRC1 cds_range:877-2557 [Schistosoma mansoni]
RP__EnSpm__SPMLIKE_p1	SPMLIKE_p1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1110	SPMLIKE_p1#DNA/CMC-EnSpm RBRM:SPMLIKE cds_range:892-4222 [Oryza sativa]
RP__EnSpm__SPMLIKE_p2	SPMLIKE_p2	EnSpm	DNA/CMC-EnSpm	RepeatPeps	840	SPMLIKE_p2#DNA/CMC-EnSpm RBRM:SPMLIKE cds_range:6829-9444 exons:6829-8250;8345-9444 via genewise with EnSpm-4_HV_p2, 1 intron. [Oryza sativa]
RP__EnSpm__TDC1	TDC1	EnSpm	DNA/CMC-EnSpm	RepeatPeps	520	TDC1#DNA/CMC-EnSpm RBRM:TDC1 cds_range:1373-2933 [Daucus carota]
RP__EnSpm__EnSpm-2_CCri_4p	EnSpm-2_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	769	EnSpm-2_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-2_CCri rev:1 cds_range:20510-18203 [Chondrus crispus]
RP__EnSpm__EnSpm-2_CCri_tp	EnSpm-2_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1268	EnSpm-2_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-2_CCri cds_range:2976-6780 [Chondrus crispus]
RP__EnSpm__EnSpm-2C_CCri_3p	EnSpm-2C_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1258	EnSpm-2C_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri cds_range:10125-13899 [Chondrus crispus]
RP__EnSpm__EnSpm-2C_CCri_4p	EnSpm-2C_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	498	EnSpm-2C_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri cds_range:14938-16432 [Chondrus crispus]
RP__EnSpm__EnSpm-2C_CCri_mt	EnSpm-2C_CCri_mt	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1003	EnSpm-2C_CCri_mt#DNA/CMC-EnSpm RBRM:EnSpm-2C_CCri rev:1 cds_range:8536-5527 (DNA methylase and SET domain) [Chondrus crispus]
RP__EnSpm__EnSpm-3_CCri_3p	EnSpm-3_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1074	EnSpm-3_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:9692-12914 [Chondrus crispus]
RP__EnSpm__EnSpm-3_CCri_4p	EnSpm-3_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	468	EnSpm-3_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:13295-14699 [Chondrus crispus]
RP__EnSpm__EnSpm-3_CCri_5p	EnSpm-3_CCri_5p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	691	EnSpm-3_CCri_5p#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri rev:1 cds_range:16967-14894 [Chondrus crispus]
RP__EnSpm__EnSpm-3_CCri_mt	EnSpm-3_CCri_mt	EnSpm	DNA/CMC-EnSpm	RepeatPeps	976	EnSpm-3_CCri_mt#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri rev:1 cds_range:8242-5314 (methylase and SET domain) [Chondrus crispus]
RP__EnSpm__EnSpm-3_CCri_tp	EnSpm-3_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1232	EnSpm-3_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-3_CCri cds_range:1513-5209 [Chondrus crispus]
RP__EnSpm__EnSpm-4_CCri_1p	EnSpm-4_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	580	EnSpm-4_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri rev:1 cds_range:2262-522 [Chondrus crispus]
RP__EnSpm__EnSpm-4_CCri_3p	EnSpm-4_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	244	EnSpm-4_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri cds_range:4170-4902 [Chondrus crispus]
RP__EnSpm__EnSpm-4_CCri_tp	EnSpm-4_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1180	EnSpm-4_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_CCri cds_range:11927-15467 [Chondrus crispus]
RP__EnSpm__EnSpm-5_CCri_1p	EnSpm-5_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	551	EnSpm-5_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri rev:1 cds_range:2016-363 [Chondrus crispus]
RP__EnSpm__EnSpm-5_CCri_2p	EnSpm-5_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	861	EnSpm-5_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri cds_range:2216-4799 [Chondrus crispus]
RP__EnSpm__EnSpm-5_CCri_tp	EnSpm-5_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1322	EnSpm-5_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-5_CCri cds_range:13594-17560 [Chondrus crispus]
RP__EnSpm__EnSpm-6_CCri_1p	EnSpm-6_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	834	EnSpm-6_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri rev:1 cds_range:3521-1019 [Chondrus crispus]
RP__EnSpm__EnSpm-6_CCri_3p	EnSpm-6_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	479	EnSpm-6_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri rev:1 cds_range:9352-7915 [Chondrus crispus]
RP__EnSpm__EnSpm-6_CCri_tp	EnSpm-6_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1264	EnSpm-6_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-6_CCri cds_range:3814-7606 [Chondrus crispus]
RP__EnSpm__EnSpm-7_CCri_2p	EnSpm-7_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	748	EnSpm-7_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri rev:1 cds_range:9030-6786 [Chondrus crispus]
RP__EnSpm__EnSpm-7_CCri_4p	EnSpm-7_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	366	EnSpm-7_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri rev:1 cds_range:15026-13928 [Chondrus crispus]
RP__EnSpm__EnSpm-7_CCri_tp	EnSpm-7_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1264	EnSpm-7_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-7_CCri cds_range:9502-13294 [Chondrus crispus]
RP__EnSpm__EnSpm-8_CCri_2p	EnSpm-8_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	796	EnSpm-8_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri rev:1 cds_range:5138-2750 [Chondrus crispus]
RP__EnSpm__EnSpm-8_CCri_4p	EnSpm-8_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	475	EnSpm-8_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri rev:1 cds_range:11104-9679 [Chondrus crispus]
RP__EnSpm__EnSpm-8_CCri_tp	EnSpm-8_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1333	EnSpm-8_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-8_CCri cds_range:5629-9628 [Chondrus crispus]
RP__EnSpm__EnSpm-9_CCri_2p	EnSpm-9_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	462	EnSpm-9_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri cds_range:8315-9701 [Chondrus crispus]
RP__EnSpm__EnSpm-9_CCri_3p	EnSpm-9_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	741	EnSpm-9_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri rev:1 cds_range:14847-12624 [Chondrus crispus]
RP__EnSpm__EnSpm-9_CCri_tp	EnSpm-9_CCri_tp	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1263	EnSpm-9_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-9_CCri cds_range:1917-5706 [Chondrus crispus]
RP__EnSpm__EnSpm-9D_CCri_1p	EnSpm-9D_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	654	EnSpm-9D_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-9D_CCri rev:1 cds_range:2371-409 [Chondrus crispus]
RP__EnSpm__EnSpm-28_CCri_1p	EnSpm-28_CCri_1p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	589	EnSpm-28_CCri_1p#DNA/CMC-EnSpm RBRM:EnSpm-28_CCri cds_range:708-2475 [Chondrus crispus]
RP__EnSpm__EnSpm-28_CCri_4p	EnSpm-28_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	472	EnSpm-28_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-28_CCri rev:1 cds_range:14512-13096 [Chondrus crispus]
RP__EnSpm__EnSpm-28B_CCri_2p	EnSpm-28B_CCri_2p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	1248	EnSpm-28B_CCri_2p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri cds_range:5244-8988 [Chondrus crispus]
RP__EnSpm__EnSpm-28B_CCri_3p	EnSpm-28B_CCri_3p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	589	EnSpm-28B_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri rev:1 cds_range:12349-10582 [Chondrus crispus]
RP__EnSpm__EnSpm-28B_CCri_4p	EnSpm-28B_CCri_4p	EnSpm	DNA/CMC-EnSpm	RepeatPeps	472	EnSpm-28B_CCri_4p#DNA/CMC-EnSpm RBRM:EnSpm-28B_CCri rev:1 cds_range:14550-13134 [Chondrus crispus]
RP__Mirage__Mirage1_CB	Mirage1_CB	Mirage	DNA/CMC-Mirage	RepeatPeps	278	Mirage1_CB#DNA/CMC-Mirage RBRM:Mirage1_CB cds_range:2324-3158 Fragment. Mirage1_CB must hav a multi-exon coding region (e.g. there are matches to the mirage protein from 1049-1559), but genscan is thwarted by frameshifts and stopcodons [Caenorhabditis briggsae]
RP__Transib__Transib1_AA	Transib1_AA	Transib	DNA/CMC-Transib	RepeatPeps	647	Transib1_AA#DNA/CMC-Transib RBRM:Transib1_AA cds_range:846-2937 exons:846-1476;1567-1727;1786-2937 via genewise with Transib1_Dmoj [Aedes aegypti]
RP__Transib__Transib1_AG	Transib1_AG	Transib	DNA/CMC-Transib	RepeatPeps	708	Transib1_AG#DNA/CMC-Transib RBRM:TRANSIB1_AG cds_range:1538-3662 [Anopheles genus]
RP__Transib__Transib1_Dmoj	Transib1_Dmoj	Transib	DNA/CMC-Transib	RepeatPeps	682	Transib1_Dmoj#DNA/CMC-Transib RBRM:Transib1_Dmoj cds_range:498-2544 [Drosophila mojavensis]
RP__Transib__Transib1_DP	Transib1_DP	Transib	DNA/CMC-Transib	RepeatPeps	626	Transib1_DP#DNA/CMC-Transib RBRM:Transib1_DP cds_range:738-2616 [Drosophila pseudoobscura]
RP__Transib__Transib1_Dwil	Transib1_Dwil	Transib	DNA/CMC-Transib	RepeatPeps	672	Transib1_Dwil#DNA/CMC-Transib RBRM:Transib1_Dwil cds_range:497-2513 [Drosophila willistoni]
RP__Transib__Transib1_NVi	Transib1_NVi	Transib	DNA/CMC-Transib	RepeatPeps	652	Transib1_NVi#DNA/CMC-Transib RBRM:Transib1_NVi frameshifts:1 cds_range:1015-2970 via tfasty with Transib1_SP [Nasonia vitripennis]
RP__Transib__Transib1_SP	Transib1_SP	Transib	DNA/CMC-Transib	RepeatPeps	676	Transib1_SP#DNA/CMC-Transib RBRM:Transib1_SP cds_range:832-3307 exons:832-1702;2149-3307 ,2151-3307 from RepBase. [Strongylocentrotus purpuratus]
RP__Transib__Transib2_AG	Transib2_AG	Transib	DNA/CMC-Transib	RepeatPeps	657	Transib2_AG#DNA/CMC-Transib RBRM:TRANSIB2_AG frameshifts:1 stops:1 cds_range:330-2300 via tfasty with Transib1_AG_1539-36 [Anopheles genus]
RP__Transib__Transib2_DP	Transib2_DP	Transib	DNA/CMC-Transib	RepeatPeps	633	Transib2_DP#DNA/CMC-Transib RBRM:Transib2_DP cds_range:736-2635 [Drosophila pseudoobscura]
RP__Transib__Transib3_AG	Transib3_AG	Transib	DNA/CMC-Transib	RepeatPeps	674	Transib3_AG#DNA/CMC-Transib RBRM:TRANSIB3_AG cds_range:45-2067 [Anopheles genus]
RP__Transib__Transib3_DP	Transib3_DP	Transib	DNA/CMC-Transib	RepeatPeps	680	Transib3_DP#DNA/CMC-Transib RBRM:Transib3_DP cds_range:431-2471 [Drosophila pseudoobscura]
RP__Transib__Transib4_AA	Transib4_AA	Transib	DNA/CMC-Transib	RepeatPeps	242	Transib4_AA#DNA/CMC-Transib RBRM:Transib4_AA cds_range:136-862 (fragment)  [Aedes aegypti]
RP__Transib__Transib4_DP	Transib4_DP	Transib	DNA/CMC-Transib	RepeatPeps	435	Transib4_DP#DNA/CMC-Transib RBRM:Transib4_DP (fragment)  [Drosophila pseudoobscura]
RP__Transib__Transib5_AA	Transib5_AA	Transib	DNA/CMC-Transib	RepeatPeps	343	Transib5_AA#DNA/CMC-Transib RBRM:Transib5_AA cds_range:1-1030 (fragment)  [Aedes aegypti]
RP__Transib__Transib-1_CQ	Transib-1_CQ	Transib	DNA/CMC-Transib	RepeatPeps	697	Transib-1_CQ#DNA/CMC-Transib RBRM:Transib-1_CQ cds_range:756-2847 [Culex quinquefasciatus]
RP__Transib__Transib-1_DAn	Transib-1_DAn	Transib	DNA/CMC-Transib	RepeatPeps	737	Transib-1_DAn#DNA/CMC-Transib RBRM:Transib-1_DAn cds_range:455-2666 [Drosophila ananassae]
RP__Transib__Transib-1_DF	Transib-1_DF	Transib	DNA/CMC-Transib	RepeatPeps	734	Transib-1_DF#DNA/CMC-Transib RBRM:Transib-1_DF frameshifts:1 stops:1 cds_range:450-2651 via tfasty with Transib-1_DAn [Drosophila ficusphila]
RP__Transib__Transib-1_LHu_1p	Transib-1_LHu_1p	Transib	DNA/CMC-Transib	RepeatPeps	656	Transib-1_LHu_1p#DNA/CMC-Transib RBRM:Transib-1_LHu cds_range:1964-3932 [Linepithema humile]
RP__Transib__Transib-2_DAn	Transib-2_DAn	Transib	DNA/CMC-Transib	RepeatPeps	725	Transib-2_DAn#DNA/CMC-Transib RBRM:Transib-2_DAn cds_range:468-2643 [Drosophila ananassae]
RP__Transib__Transib-2_DBi	Transib-2_DBi	Transib	DNA/CMC-Transib	RepeatPeps	651	Transib-2_DBi#DNA/CMC-Transib RBRM:Transib-2_DBi frameshifts:1 cds_range:549-6177 exons:549-961;4637-6177 via tfasty with Transib1 [Drosophila biarmipes]
RP__Transib__Transib-2_DW	Transib-2_DW	Transib	DNA/CMC-Transib	RepeatPeps	715	Transib-2_DW#DNA/CMC-Transib RBRM:Transib-2_DW cds_range:490-2635 [Drosophila willistoni]
RP__Transib__Transib-2_HM	Transib-2_HM	Transib	DNA/CMC-Transib	RepeatPeps	671	Transib-2_HM#DNA/CMC-Transib RBRM:Transib-2_HM cds_range:871-2884 [Hydra vulgaris]
RP__Transib__Transib-2_SIn_1p	Transib-2_SIn_1p	Transib	DNA/CMC-Transib	RepeatPeps	727	Transib-2_SIn_1p#DNA/CMC-Transib RBRM:Transib-2_SIn cds_range:416-2597 [Solenopsis invicta]
RP__Transib__Transib-3_DAn	Transib-3_DAn	Transib	DNA/CMC-Transib	RepeatPeps	694	Transib-3_DAn#DNA/CMC-Transib RBRM:Transib-3_DAn cds_range:538-2620 [Drosophila ananassae]
RP__Transib__Transib-3_DBp	Transib-3_DBp	Transib	DNA/CMC-Transib	RepeatPeps	696	Transib-3_DBp#DNA/CMC-Transib RBRM:Transib-3_DBp frameshifts:1 cds_range:548-2635 via tfasty with Transib2 [Drosophila bipectinata]
RP__Transib__Transib-3_HM	Transib-3_HM	Transib	DNA/CMC-Transib	RepeatPeps	650	Transib-3_HM#DNA/CMC-Transib RBRM:Transib-3_HM cds_range:861-2811 [Hydra vulgaris]
RP__Transib__Transib-4_DAn	Transib-4_DAn	Transib	DNA/CMC-Transib	RepeatPeps	681	Transib-4_DAn#DNA/CMC-Transib RBRM:Transib-4_DAn cds_range:477-2520 [Drosophila ananassae]
RP__Transib__Transib-4_DBp	Transib-4_DBp	Transib	DNA/CMC-Transib	RepeatPeps	708	Transib-4_DBp#DNA/CMC-Transib RBRM:Transib-4_DBp cds_range:527-2651 [Drosophila bipectinata]
RP__Transib__Transib-4_HM	Transib-4_HM	Transib	DNA/CMC-Transib	RepeatPeps	656	Transib-4_HM#DNA/CMC-Transib RBRM:Transib-4_HM cds_range:1360-3328 [Hydra vulgaris]
RP__Transib__Transib-5_DAn	Transib-5_DAn	Transib	DNA/CMC-Transib	RepeatPeps	621	Transib-5_DAn#DNA/CMC-Transib RBRM:Transib-5_DAn cds_range:718-2581 [Drosophila ananassae]
RP__Transib__Transib-5_DBi	Transib-5_DBi	Transib	DNA/CMC-Transib	RepeatPeps	682	Transib-5_DBi#DNA/CMC-Transib RBRM:Transib-5_DBi frameshifts:1 cds_range:546-2593 via tfasty with Transib2 [Drosophila biarmipes]
RP__Transib__Transib-5_DBp	Transib-5_DBp	Transib	DNA/CMC-Transib	RepeatPeps	674	Transib-5_DBp#DNA/CMC-Transib RBRM:Transib-5_DBp frameshifts:2 stops:2 cds_range:55-2079 via tfasty with Transib-1_DAn [Drosophila bipectinata]
RP__Transib__Transib-5_HM	Transib-5_HM	Transib	DNA/CMC-Transib	RepeatPeps	663	Transib-5_HM#DNA/CMC-Transib RBRM:Transib-5_HM cds_range:636-2625 [Hydra vulgaris]
RP__Transib__Transib-6_DBi	Transib-6_DBi	Transib	DNA/CMC-Transib	RepeatPeps	686	Transib-6_DBi#DNA/CMC-Transib RBRM:Transib-6_DBi frameshifts:1 cds_range:525-2584 via tfasty with Transib1 [Drosophila biarmipes]
RP__Transib__Transib-6_DBp	Transib-6_DBp	Transib	DNA/CMC-Transib	RepeatPeps	672	Transib-6_DBp#DNA/CMC-Transib RBRM:Transib-6_DBp cds_range:614-2630 [Drosophila bipectinata]
RP__Transib__Transib-6_HM	Transib-6_HM	Transib	DNA/CMC-Transib	RepeatPeps	648	Transib-6_HM#DNA/CMC-Transib RBRM:Transib-6_HM cds_range:1042-2986 [Hydra vulgaris]
RP__Transib__Transib-7_DAn	Transib-7_DAn	Transib	DNA/CMC-Transib	RepeatPeps	689	Transib-7_DAn#DNA/CMC-Transib RBRM:Transib-7_DAn frameshifts:1 stops:3 cds_range:642-2708 via tfasty with Transib-2_HM [Drosophila ananassae]
RP__Transib__Transib-7_HM	Transib-7_HM	Transib	DNA/CMC-Transib	RepeatPeps	647	Transib-7_HM#DNA/CMC-Transib RBRM:Transib-7_HM cds_range:756-2697 [Hydra vulgaris]
RP__Transib__Transib-8_DAn	Transib-8_DAn	Transib	DNA/CMC-Transib	RepeatPeps	611	Transib-8_DAn#DNA/CMC-Transib RBRM:Transib-8_DAn frameshifts:1 cds_range:757-2589 via tfasty with Transib-1_DBp [Drosophila ananassae]
RP__Transib__Transib-8_HM	Transib-8_HM	Transib	DNA/CMC-Transib	RepeatPeps	636	Transib-8_HM#DNA/CMC-Transib RBRM:Transib-8_HM cds_range:728-2636 [Hydra vulgaris]
RP__Transib__Transib-9_HM	Transib-9_HM	Transib	DNA/CMC-Transib	RepeatPeps	619	Transib-9_HM#DNA/CMC-Transib RBRM:Transib-9_HM frameshifts:1 stops:2 cds_range:1225-3083 via tfasty with Transib-4_HM [Hydra vulgaris]
RP__Transib__Transib-10_HM	Transib-10_HM	Transib	DNA/CMC-Transib	RepeatPeps	561	Transib-10_HM#DNA/CMC-Transib RBRM:Transib-10_HM cds_range:1342-3025 [Hydra vulgaris]
RP__Transib__Transib-11_HM	Transib-11_HM	Transib	DNA/CMC-Transib	RepeatPeps	651	Transib-11_HM#DNA/CMC-Transib RBRM:Transib-11_HM cds_range:1073-3026 [Hydra vulgaris]
RP__Transib__Transib-12_HM	Transib-12_HM	Transib	DNA/CMC-Transib	RepeatPeps	654	Transib-12_HM#DNA/CMC-Transib RBRM:Transib-12_HM cds_range:1622-3584 [Hydra vulgaris]
RP__Transib__Transib-13_HM	Transib-13_HM	Transib	DNA/CMC-Transib	RepeatPeps	742	Transib-13_HM#DNA/CMC-Transib RBRM:Transib-13_HM cds_range:488-2714 [Hydra vulgaris]
RP__Transib__Transib-14_HM	Transib-14_HM	Transib	DNA/CMC-Transib	RepeatPeps	703	Transib-14_HM#DNA/CMC-Transib RBRM:Transib-14_HM cds_range:777-2886 [Hydra vulgaris]
RP__Transib__Transib-15_HM	Transib-15_HM	Transib	DNA/CMC-Transib	RepeatPeps	689	Transib-15_HM#DNA/CMC-Transib RBRM:Transib-15_HM cds_range:1035-3194 exons:1035-1287;1379-3194 Via genewise with Transib-2_HM [Hydra vulgaris]
RP__Transib__Transib-16_HM	Transib-16_HM	Transib	DNA/CMC-Transib	RepeatPeps	669	Transib-16_HM#DNA/CMC-Transib RBRM:Transib-16_HM cds_range:1013-3094 exons:1013-1255;1329-3094 Via genewise with Transib-5_HM [Hydra vulgaris]
RP__Transib__Transib-17_HM	Transib-17_HM	Transib	DNA/CMC-Transib	RepeatPeps	649	Transib-17_HM#DNA/CMC-Transib RBRM:Transib-17_HM cds_range:1042-3089 exons:1042-1315;1415-3089 Via genewise with Transib-6_HM [Hydra vulgaris]
RP__Transib__Transib-18_HM	Transib-18_HM	Transib	DNA/CMC-Transib	RepeatPeps	601	Transib-18_HM#DNA/CMC-Transib RBRM:Transib-18_HM cds_range:860-2732 exons:860-2168;2237-2732 via genewise with Transib-7_HM#DNA/CMC-Transib [Hydra vulgaris]
RP__Transib__Transib-19_HM	Transib-19_HM	Transib	DNA/CMC-Transib	RepeatPeps	612	Transib-19_HM#DNA/CMC-Transib RBRM:Transib-19_HM frameshifts:1 cds_range:810-2979 exons:810-1110;1304-1393;1531-2979 via genewise with Transib-3_HM#DNA/CMC-Transib [Hydra vulgaris]
RP__Transib__Transib-20_HM	Transib-20_HM	Transib	DNA/CMC-Transib	RepeatPeps	777	Transib-20_HM#DNA/CMC-Transib RBRM:Transib-20_HM frameshifts:1 cds_range:1136-3466 via tfasty with Transib-16_HM [Hydra vulgaris]
RP__Transib__Transib-21_HMa	Transib-21_HMa	Transib	DNA/CMC-Transib	RepeatPeps	660	Transib-21_HMa#DNA/CMC-Transib RBRM:Transib-21_HMa cds_range:930-2910 [Hydra vulgaris]
RP__EnSpm__ENSUPMET	ENSUPMET	EnSpm	DNA/CMC-EnSpm	RepeatPeps	940	ENSUPMET#DNA/CMC-EnSpm RBRM:ENSUPMET stops:3 cds_range:2700-5544 exons:2700-5034;5064-5544 [Medicago truncatula]
ADD__RAG1__RAG1	RAG1	RAG1	RAG1	Additional	1040	RAG1 AAA40028.1 recombination activating protein [Mus musculus]
ADD__Additional__Dmel_transib1	Dmel_transib1	Additional	Additional	Additional	556	Dmel_transib1
ADD__Additional__Hztransib	Hztransib	Additional	Additional	Additional	489	Hztransib
ADD__Additional__Transib-6_DBipectinata	Transib-6_DBipectinata	Additional	Additional	Additional	672	Transib-6_DBipectinata
ADD__Additional__Dmel_hopper	Dmel_hopper	Additional	Additional	Additional	648	Dmel_hopper
